content,content_source,source_id,auto_related,sentiment_label
此主帖已经被跌跌不休设为精华帖 帖子标题：博瑞车主谈帝豪GL 诚意十足但依然有提升空间 精华理由：不错,auto_home,5a245c268e265479e274ac566a88e330_7,1,0
买了黑色绝对不后悔，我现在看到白的，一点感觉都没有，,auto_home,4294aafcebc08b395fb5186bd8a66f12_119,1,1
双离合变速箱的问题。开了空调是压缩机和这个噪音的重合。,auto_home,60103e4030c538b1141d1608e331954c_17,1,-1
我有个X20单转，白外棕内，7月下旬提，加了驾驶辅助。,auto_home,22491,1,0
黑色的博越看起来很霸气。,auto_home,1f0e00ee8cc07d1340196cfcacaa6d99_39,1,1
啦啦啦啦～存了两年的钱，终于买了一台自己喜欢的车(?&gt;ω&lt;*?)虽然配置不太高吧，但是个人认为绝对够用啦，毕竟爱疯辣么贵，但是好多功能在我大天朝都没法用啊对吧～我买的是手动挡的标配，十万级suv，真心觉得超值，感觉国产车真的挺强大，性价比超级高啊，虽然没有那个媲美特斯拉的大屏，但是这个屏幕也不错啦，不信你瞅瞅～,auto_home,103ffdda453fa4f672fe992f074aa410,1,1
凯越4年裸车8万，4年5万公里，卖了4.86万 →传祺人生??优惠17500元，落地价142000元 送全车贴膜＋垃圾东西，你懂的！ 暂时木有小毛病（4000公里），感觉不错！ 平均油耗7.6,auto_home,3d80079ac0dd5f707c0a575f458e4096,1,1
赶紧的，呵呵，名爵ZS车真是好样的。,auto_home,40735e7706fbba8faf2762e5250d83b7_182,1,1
本来也想买自旗担心双离合  实际开起来怎么样？,auto_home,19241,1,0
没有多少积蓄，只想买几万块钱的车，主要是得性价比高！我也是刚出来驾照，还没有上过路，要是放几年不买车估计就不会碰车，不会开也没有胆子开了。前几天就是来大概看看做个比较，后来也是这儿的销售员电话打的太勤了，不过服务很到位，光从我家接送我就三趟。比起别家我也很欣赏这样的服务。虽然对这个品牌不太了解，但是还是种种原因买了这款车。希望不会后悔吧。从一大早来了等着提车等到现在都快中午才好&nbsp;&nbsp;也没买过车吧，总感觉买车和买衣服一样试好了付款，带走！现在看来是我想多了赶快交车回家给孩儿做饭吧。,auto_home,20031a7fc524f542fc5dadb9876915a7,1,0
昨天路过哈弗店和朋友试驾了一下，不过我试驾的是m6，动力内饰感觉不错，不知道其他的怎么样……,auto_home,3b1756cdcc45abbf15229bfcd033c6df_263,1,1
我起步，感觉离合连接不上,auto_home,7cb35c16ced1773621d203ac0bbff435_11,1,-1
不要拖档，该降就降，不差那点油钱。另：这个车贴真不好看,auto_home,4f1f36e66e5e87ba27d9ba2b82e27212_2,1,-1
你都老司机啦，2档轻就是没同步器的原因啊，一档起步换二挡一般都在1500左右，刚好速度也在20左右，这正是二挡的换挡区间，所以轻轻一下就推进去了，但是减速时候一般很少在20换2档，一般速度都在30左右想退二挡提速，感觉就很涩，一下推不进去，但是速度慢下来，一下又进去了。,auto_home,17597,1,0
发动机是MG锐腾那款,auto_home,2357,1,0
没发现跑偏，方向盘不正很多车都这样尤其是SUV车型,auto_home,20b5adf71bae2bc4025d5eca952b455b_7,1,0
博越的配置真的太高端了,auto_home,2c791bc62d8cb6a489dff20f26e572a9_7,1,1
我的前轮2.4后轮2.5，车子胎压检测显示前2.3后2.4，少0.1,auto_home,1c52c13f27c6a495a0d54348e10b0bc1_7,1,-1
? 家弟90后屌丝枚在之家论坛潜水年有余直都只看说话最论坛太安静必须要来点重量级帖子（家莫喷玩笑拉） ? ? 言归正传弟在2014年3月19日提我家爷到现在已经年零3个月跑25000公里爷直兢兢业业没出过次问题每天开他班心里有种莫名兴奋正所谓年轻人都颗折腾心在为爱冲动前提对爷各种折腾片马来袭请各位莫喷 第次为爷做门隔音加引擎盖隔音（之后计划做后备箱隔音叶子板隔音天花板隔音当然自己做）做之后效果感觉非常目前发动机2000转以声音轻现在基本踩就3000转2500-3000转换挡之后惊奇发现爷油耗竟然从8.7直接降到7.6知道什么原因后来群里说我们家爷转速发动机可能提换挡转速能省油而且链条问题说定也会出现（这些只猜测）3000换挡感觉爷还给力超车轻松完成有种推背感 爷眼睛被拆掉时候空洞眼神无辜哦~ 老板老板娘在忙拆灯壳 这准备换Q5透镜 老板在加工仔细哦~点个赞还直香烟香烟搞起恩错 装透镜样子老板手艺还 错 装天使眼后样子眼神有神 车调试灯光切线忘拍反正犀利 亮亮炯炯有神眼~~~~ 调试后回烤箱密封完成之后装车犀利把 天使眼恶魔眼场由于天使眼太亮照片拍出来有些看清所以就来点特写把 夜晚图白天次补今天搞就已经晚 切线还可以把 装后光效果 光效果手机拍摄心抖家将就看把嘿嘿 总结爷我对他满意他没给我出任何问题那我也要对他点些必要改装还必须自己衡量值值就可以关于论坛里最链条问题我这边没出现过这种问题反正也管他全程4儿子保养有问题去找他被谁知道3年后会会换车 在这里还要感谢台州MG3车友会力支持特别群里头每次去搞点什么改装都我们两个起他个超级奶爸哈哈~~我们两个计划后续些改装计划 1轮毂轮胎改装 轮毂已经准备完全按照MG3尺寸定做我头哥直在纠结205 55 R15改装轮胎还195 60 R15马牌过现在还换等现在轮胎跑到过年就差40000公里到时候再换嘛因为我们都屌丝哈哈~~ 最后希望家对待我们把写这么半夜就这样如果家有什么问题可以私信给我,auto_home,66c0a0fca1fc2f923a7605c8ca367eab,1,0
同一天下线，还没见到车子，你的是什么轮胎？,auto_home,21929,1,0
发动机跟车重不匹配，550的发动机低扭太差了。想把550开顺溜了巡航2000转 2500转换挡。,auto_home,5698df46d822bb1ef05014426b23ee30_13,1,-1
额 我说的偏软是踩下刹车反应不积极，刹不住车！！！！我说的单指GS这款车。。。。,auto_home,1dd447441827390fe05417da80be9772_6,1,-1
LZ也是个八零后，一个苦逼上班族，在三四线小城市虽然没有挤公交地铁的烦恼，但眼看小家伙一天天长大，所以也想买个车来作为家用代步。看车吧也看了很久，从去年底到购车大概概也经历了半年的时间，刚开始眼光一直锁定在国产紧凑型SUV身上，看中的就是大空间，从H6神车到博越，直到最后看中了荣威RX5，中间历经了各种道听途说和汽车评论，也去看过两次车展，最后还是相信自主品牌，选择了荣威RX5。,auto_home,7be1e873f9ce2ebc92805c661dddc7e0,1,cmp
我从提车第三天就一直开经济模式，感觉完全够用，老婆孩子坐在里面都说很舒服一点不蹿。,auto_home,2c0f72bda0dfd21680b2f942c3340648_7,1,1
只要贴上就好了，感觉挺省力的,auto_home,60c7b06a1680f26e1c06f100a51fce79_40,1,0
已经成功非常感谢呀，13年11.27提车，现在才能用WIFE上网呵呵，来的迟了不过以后就靠它了，过期了,auto_home,1ccba8aeda5bd9fe37c4c675fb1f1c8e_107,1,0
相伴博越幸福一生,auto_home,82904b5b174acfa4b9e1760677a15180_11,1,1
还可以吧 动力充沛 很容易上手的一款车,auto_home,78e6126539699f5d4c1c4605ad64a63c_105,1,1
"那厮那么二，自己车有问题，或者加速习惯有问题，然后就攻击一大片，说这车是垃圾车。垃圾也是他自己选的啊，有问题，不从自身找问题，一味的骂车垃圾，这只能说明首先他的判断能力很垃圾。其次他自己车垃圾，所以攻击所有RX5车都垃圾，说明他自身也很垃圾。再者，即使攻击RX5垃圾也就罢了，还要说什么合资车怎么好。这观点更是脑C，简直就是***可笑。公司的CRV,RAV4，同事的宝马X1，也经常开，不是吹牛逼，客观评价，真心不如RX5，各方面。",auto_home,5393,1,0
个人感受这车不论是舒适还是操控都不输合资,auto_home,1bfbcc6c8fbdba523f828d9ce7893790_4,1,1
1.0T的发动机，手动变速箱，全程走的基本上是比较畅通的道路，不怎么进拥堵的市区，从西藏出发进云南，绕中国一圈到新疆，全程1万多公里,auto_home,55f30d90becff07b07a76a7b584c6500_108,1,0
小排量的车怠速开空调，有一点抖动也算正常，特别是怠速时空调启动的时候，要是特别大就要检查一下了，油品，火花塞，还有发动机本身怠速是不是太低了。,auto_home,289339459835c3dfe5482191840440f7_5,1,0
三好博越。好看好开好用,auto_home,1445fb45abb8416ba15e283d0db7c0c8_2,1,1
不是日间行车灯。 转灯光拨杆，依次是行车灯—近光灯—远光灯。打开行车灯时后尾灯就亮了,auto_home,550a345ae2222e283234fbdb9efd4644_17,1,0
奇瑞造车的功力还是不错的，内在做的很好，至于面子上嘛，成本限制，里子做好了差不多也没钱做面子了。,auto_home,54f5bd4a3e04c420e220accfa1fc0662_61,1,1
引用: 原帖由 liangshan001908 于 2010-10-28 22:13 发表在 14 楼 支持205-55-16.我的后轮了半年多了。但是前轮还没换，主要是原来的轮胎还可以用，到时候再把前轮也换成55-16的。 后轮明显比前轮要高一点，但是稍微要窄一点，是扁平率的关系。 这个门把手怎么搞的啊,auto_home,292d988ee94f81f16c3cffeaf478cf85_17,1,0
三伏天天气太热了，出去玩的话这款车就是你的必备。,auto_home,7ca55d92742d4e861400f68d74a1ffad_77,1,1
卖了吧，这样用车成本太高了，租车实惠很多呢,auto_home,7ae464efe53cce15e577e46fee69ebf5_3,1,-1
谢谢，我就想要那样的拆车门，最好是橙色的我都不用喷漆了,auto_home,7b0df8f1033b1d540a0f4059b490fafb_9,1,0
问下贷款购车，有优惠吗，,auto_home,18514,1,0
因为车子的空间很大，作为一款中型SUV，帝豪GS的车身尺寸摆在那里，所以乘坐空间和后备厢尺寸表现都不错。,auto_home,56b0f58879707bdee73ae397054c769b_16,1,1
从数九寒天的中国最北极漠河一路坚行，直到炎炎夏日的海南博鳌，纵横整个中国。 二月二四日，从冰封48小时的零下35度严寒中破冰而出，一路南行，穿越21个省份，60多个城市。历时108天，驰骋中华大地15000余公里，最终在海南博鳌接受70度的高温暴晒，依旧坦然前行。这是一场用车轮丈量的长征路，也是博越性能考验的马拉松，更是自主品质提升的实践与见证。 厉害了，我的博越！,auto_home,1c52b5127df74ba41bb89d40a299b186,1,1
太喜欢你那大屏幕了,auto_home,4c9298ad6a07bfa5e30e0189aea3f8fe_428,1,1
这么丑，设计师也国产化了,auto_home,4f3c948237ef448c1969326a378e3411_19,1,-1
，手动顶配，没有一键启动，我还在犹豫要不要买,auto_home,868106b0ae048210541b82ca8b33b980_2,1,0
原车的太硬了，过个坎简直颠得不行了,auto_home,35cfd7cc11791baf750891f4ab8555c3_3,1,-1
"cvt起步就是慢,特性前面连接的时候动力短暂更不上",auto_home,1fd3e2060c9a9cae0cc3821dcf0b2adc_15,1,-1
自动驻车功能，很适合新手,auto_home,2b2f04d9af9a3a0e0e4511b7b72d0bfd_15,1,1
恩 家用好车,auto_home,2c791bc62d8cb6a489dff20f26e572a9_78,1,1
发动机也换了？的多少米米。,auto_home,5b123b9a69a334ce73b4cea89811f5c9_10,1,0
