content,content_source,source_id,auto_related,sentiment_label
空间很宽敞，我中意 全景天窗，也不错 暂时还没有躺在里面看过星星 包裹性也不错，舒适的享受 天窗控制 后视镜 化妆镜和遮阳板一体，很方便 方向盘的手感挺好的，功能更也强大 触屏还是挺灵活的，要是屏幕再大点就完美了，可以看个小电影 九寸的 大鹏展翅，正脸很威武霸气 侧面来一张 今年也算是完成了一件大事，提虎子回家 尾部超动感，外加点小性感 尾灯，炫红炫红的 TIGGO 7 拍的还可以吧 无钥匙进入，更方便 转向灯比较有特点 今天主要是秀一下虎子，混个脸熟，更多的用车感受下次再分享 最后希望所有的人想买车的今年都能买上车，加入我们有车一族,auto_home,53936ae339cd0921eb6dd33ac10d1006,1,1
更换4个火花塞，然后只加中石油和中石化的油就行了，私人加油站便宜的油容易出现这个问题，淘宝买下就行，没多少钱,auto_home,17446,0,
好车值得等待静心,auto_home,3af1280726e9322319a5d397365baaf5_214,1,1
最近充值的应该是吉利，我这算黑么？,auto_home,5c9bb966b3961c965ea5df08cbf3a3ef_64,1,0
不是同时代的 应该和新途胜比较：颜值内在等，才匹配。 不比价格 我觉得新途胜应该不比RX5差吧,auto_home,729,1,cmp
我13年8月的车跑了71000皮带有时响,auto_home,7129bf783dc5725ad69ca87c41086870_43,1,0
博越的静音效果，我觉得应该是同级别车里做的很不错的了。,auto_home,2fbc12467c0eca5d0d3a9b1ca28deb36_11,1,1
小4好帅气，你买的什么配置？,auto_home,2bc7c77b0fc227f2cddc87ca47414553_280,1,1
上汽对rx5的重视程度决定了这是一部好车，喜欢，好车型,auto_home,8564,1,1
首先，这车是7.11日提回来的，到目前行驶了1356公里，之前未发现异常，直到昨天晚上发现的，昨晚下夜班有点晚了，路上比较安静，为了省油没开空调打开了窗户，车子以1800转30左右的时速行走在柏油路路面上，发动机舱左侧传来规则的明显的嗒嗒嗒嗒响声，有点像油开了锅的声音，又像电火花放电时的响声，持续的规则的声响，在1500转10公里时速的时候听相当明显，这种嗒嗒嗒嗒嗒的声音特别明显，并且不会随着车速提高声音消失，只是因为路躁掩盖了它的声响，为了验证它是否为低速行驶或者是档位引起，我分别测了s档下的40时速内的声音和手动模式下40时速的声响，结果声音依然存在，为什么是40时速？因为大于这个速度就异响声就被路躁覆盖了，并且在手动模式下40时速只能到4档，再往下是升不了档位的，在这几个档位的相同速度下异响没有变化，为了检验异响是否与开关空调的关系，我分别在上述模式中反复测了开关空调细听，结果是开关空调并不能使异响消除，在开窗或关窗的状态下均可听到这种声响，现在的问题是：这种嗒嗒嗒嗒嗒的声音是哪个零件传出来的？有什么方案可以解决？车这个东西就是个工具，有小问题可以理解，咱不放大问题，不吹不黑，车托车黑就不要来掺和了，谢谢各位车主,auto_home,4195e033c5e6e2dcd79f04d2358b72df,1,0
之前一直在网上关注这款车，入手也是考虑了很久的，当时也看过哈弗和传祺，觉得哈弗外观不是自己喜欢的类型，传祺的话综合油耗在自己预期在，综合对比之下还是选择小5吧，第一是本土品牌车，而且外观个人觉得比较大气，再就是和阿里马云合作了，推出的互联网这块也是一个亮点，年轻人嘛总喜欢一些新奇古怪的，之前都没有听说过，所以这块也是它的一个亮点。之前在店里看车的时候心里还是有点忐忑的，觉得这款车是不是真如网上所传的那么好，直到去试驾了过后觉得真是不错，方向盘比较敏感，打方向不费力，而且刹车灵敏，提速也比较快，试驾完就决定是它了，今天来提车，下面附图,auto_home,416056a08663f50d9eeeaca7f0dd14b9,1,cmp
看出来了名爵ZS性价比超级给力。,auto_home,d9049df57161b25f0326c4bcfda38450_123,1,1
吉利之前貌似宣传这款变速箱是爱信的，有些车友变速箱也出现过问题，修理时发现不是爱信。我问了一个车评网站主编，他说这款变速箱一般般。,auto_home,557899e7d3c006e8ba6ac6e40e269bac_15,1,0
嗯、确实是好车、但是很多东西要改进、特别手动挡1.8 发动机、,auto_home,61fc8c260a0a826b04b9f07bd1f3a457_66,1,1
"提交作业，不得不提我的选车过程，真的很累很累。因为我的第一辆车是日系车，所以这次就想一定要支持国产，开始一直想买SUV，把博越，H6,DX7等所有的国产热门SUV看了个遍，也全部做了试驾，说实话现在国产车的水准真的做的很高了，但又各有优缺点，一个偶然的机会朋友给我推荐了荣威的RX5,于是直奔位于哈弗旁边的荣威店，进店又试驾了RX5，就要定车了突然发现了停在店中央位置的荣威i6（因为自己一直关注suv，所以一直没太注意店里的轿车）,马上被i6的颜值吸引了过去，我和LP的眼光全部被这款赤炎红i6征服了，最后综合各项用车环境考虑终定i6至尊。     个人认为至尊这款车是i6车系中性价比最高的，自动led头灯，后独立悬架，17寸米胖子。。。，定车是在父亲节千人团购会上定的，这里要说明一下，论坛里一些人说定至尊得等二三个月，其实没那么夸张，半个多月车就到店了，赤炎红真的不是一般的漂亮，这个颜色走到哪里都是焦点，因为本人平时不怎么拍照，所以水平有限，大家凑合看不喜勿喷，直接上图：",auto_home,5bfe999290c95d6d9cc15ec4d4b4f88f,1,0
美女的摆拍萌萌哒，很漂亮，车的空间好大,auto_home,2370b623cfd9d431ff7757276a3c2888_243,1,1
美女楼主开上新哈弗，真是一道亮丽的风景线哟，话说新款哈6质量咋样呀,auto_home,2fac9710797315806e8d50919d435511_78,1,0
350挺耐看的。,auto_home,5bbf1539ef6ccb483eaeac6d94aeb942_384,1,1
后备箱是有点小了~,auto_home,49bd09b40d9b5a3fc3b1032d97dde0bb_49,1,-1
QQ的质量，晶锐的价格,auto_home,630b67f01a0650806623e7ff915f4c77_119,1,-1
哦哦哦 这样啊 我记着手动挡的只能说是胎压报警来对吧,auto_home,597057434cacd793d2e49604866dba26_123,1,0
思域撞上了荣威那的确就变成一堆烂铁渣了,auto_home,6c14b41fe963db2d7b5303b9e1cc7e1a_1340,1,cmp
设计缺陷。新车怠速就抖。,auto_home,4772ca7e35baf63c6699f0d7c403bf2c_2,1,-1
貌似手动挡的变速箱用的是6MTT250吧,auto_home,18321,1,0
本人生活在东北的一个四线城市，风景秀丽，有山有水有树林，提车已经一个来月了，由于工作原因一直没有交作业，今天有时间， 正好天气比较好，周六休息带着博越到凤凰山走一走。 博越是我人生的第三台车，由于家庭原因，用车需求越来越多，空间满足不了家庭需求，换车的想法慢慢提上了日程，这次主要换车的需求就是自动挡，因为老婆也要用车，手动挡开不了，第二个就是空间要宽敞，最重要的一点就是安全，因为家用车嘛，第四点就是必须是SUV。 根据以上需求着重看了，长城H6，长安CS75，逍客，博越，因为预算原因可选择的车型也就这几个车型了，H6觉得大道上跑的太多，朋友也有开的，车表现还可以，留作备选。 去看CS75也进行了试乘试驾，外观还行，内饰不是喜欢的类型，老婆也不是很喜欢，决定放弃了。 逍客合资品牌，朋友推荐，开着挺好的，去4S店体验了下，觉得空间小一些，外观不够霸气，所以最后也放弃了。 最后就是博越，去4S店看车，销售员很热情，在网上看的时候都说内饰做工比较好，体验了下做工用料的确很厚道，车内没有什么刺鼻的气味，是我喜欢的风格，随后进行了试乘试驾体验了下，觉得车内挺安静，变速箱挺平顺，空间还很大，动力方面对于我来说完全够用了，老婆也比较喜欢，外观和H6相比，博越的外观更和我的眼缘，综合各方面我的人生第三台车就是你了…… 水果手机拍的，像素一般，本人对拍照一窍不通，下面看图,auto_home,714c4abf048ee448395d75ec2f039ce1,1,cmp
好呀，车肯定好，保养的也好，主要我开的也好。 除了新车那会被那个王八犊子拿钥匙给我花了几道出了个划痕险之外，八年了再没出过险了，保险公司估计最喜欢我了。我现在平安的保费一年2300，含五十万三者。就是这两天档杆有毛病了，开着心理不爽，修吧又只能换总成，郁闷起。,auto_home,dcd9151e9dfcd4c9aada02810227db00_10,1,0
这个问题我也是无法回复，我对BYD这LOGO也不怎么样，从出唐到宋再到元，就一直关注，觉得字标看上去舒服多了，,auto_home,348e0461537abb81c9a71fbf696ac128_67,1,-1
荣威RX5整体内饰风格非常有质感，内饰豪华，外观颜值亮眼,auto_home,47f314b7b5c2b35e59eb46666c0c286c_7,1,1
今天我在四川武胜看到一辆也是顶配，不错！,auto_home,1ff85af19e626c7ed925410d9a119110_25,1,1
