content,content_source,source_id,auto_related,sentiment_label
吉利的成长，我们陪伴,auto_home,fc7c5b4aca81a09db64a292249055740_49,1,0
每个人都有梦想，有小小的梦想，也有大大的梦想，我这人比较务实，从小到大，慢慢来，我小小的梦想就是首先要拥有一台属于我的汽车，相信这也是很多男孩子年少时候的一个梦想吧，应该是天性使然，我从小就对汽车有浓厚的兴趣，没事就爱泡在论坛看各种提车作业，各种游记，越看越蠢蠢蠢欲动，口水流了一地，重点来了，终于有一天，在家人的支持下，我拿着我多年的存款踏上了选车的不归路，选车过程太心酸，太曲折，这里就不一一赘述了，直接说结果，我最终选择了一款在我心里完美无缺的爱车，那就是我的爱6，不说了，直接上图，把我的美人拉出来见见客，让各位观众老爷也流一次口水，也交个作业给大家看看 也谈谈我大概的一个用车感受，我加了我们本地的车友群，有很多对i6的报道，正面的负面的都有，我觉得只要发动机这些硬件设施好就没有问题，其他小毛病，例如胎噪，风噪声比较大，但是相对这个价位的车，还是比较满意的，现在开了1000公里左右油表显示6个油，感觉各方面体验还是不错了，这台车还有一些小小的缺点，它的悬挂稍硬，还是有待改善，用料这块，厂家还是要多下点功夫，让我们消费者能得到真正的实惠，这块互联网大屏可是真正的黑科技，对于我们这些年轻人真是爱不释手，可玩性很高，语音操控，远程控制，更是超强功能 希望这个作业能给广大的车友一个参考，也祝看车的朋友早日把自己的爱车带回家，最后，希望大家多多支持小弟，毕竟小弟第一次交作业，有不详细的地方，还请各位朋友多多理解，求版主大大加精，,auto_home,1af98c64badf77150c56f8fdb3856b17,1,0
我的带启停，每次停车刚解开安全带车就熄火了，这时用手机市无法启动的，也锁不上门，后来搞了好久才发现必须挂P档，长时间按一键启功就可以关电源了,auto_home,3b1128aff8aa5a7eec43c353cce09253_1,1,0
夏天来了，每天都是高温，除了热还是热。 所以最喜欢晚上了，太阳落山了，热度也慢慢散去，一丝丝凉风吹着，这惬意。 每天下班后，吃完饭陪家人散散步，陪麻麻跳跳广场舞。夏天视乎也没那么讨厌了。 今天，吃完饭，老爸说家里的“解暑神器”没了（也就是西瓜），所以，我们要全家中动员，去采购一批回来。 说是去买瓜，其实是去兜风，老爸开着小4，准备去闹市里逛一圈。 一路上，我们开着四窗，凉快极了,auto_home,42e6308644e9ab66957645bd7d863f40,1,0
国产车现在是越做越扎实，越来越用心，但合资车却是越来越浮燥，配置方面能省则省，特别是安全配置方面，所以我也准备选GL了。,auto_home,7f0b65ac828d80246353b4c539770de5_4,1,1
未来国产就是奇瑞汽车,auto_home,17b33d17f6cbd855855e74bbae1d2613_3,1,1
第一次发帖，各位看官讲究看吧，不足之处请见谅！一：选车千挑万选终于确定了此车，因为好看。之所以手动旗舰，因为差钱儿。二：提车地点是北京，裸车11.98万（4S店啥鸡毛都不送）三：用车感受1：外观真漂亮2：空间真宽大，老爸的大长腿在后排能跷二郎腿儿，前排能把腿整个伸直。这个赞一下。后备箱够用。3：内饰还可以吧，挺好。座椅有点偏软（本人挺胖，怕时间长了坐塌了）。车内味道不大。4：动力够用，本人是温柔型老司机，起步超车都觉得还行。5：油耗表现超预期。出发时加满，回来后加满，共计行驶1144公里，分别加了195和285元的油，6.25元每升。折合每公里0.417元，6.67升每百公里。大概是800公里的高速路，其余为县道，都不堵车。6：颠簸路上有异响，哒哒哒的，没找到哪里在响。综上，RX5不错！！！！！,auto_home,8095,1,1
这车我开了快八个月了，感觉确实给力。,auto_home,2f9790c79ccd297a5e4692b0c2d43bb0_4,1,1
350发动机支架问题，360减震问题。550也有问题，轿车总是差一丢丢,auto_home,44cb7b72df4a3483bbdfc6c869162e4c_3,1,-1
这款蓝标看起来非常大气，也很好看。,auto_home,7946ecc0601c6775bfdc863c99b5aef0_238,1,1
从配置上来说应该是博越,auto_home,1b3cfe6b1bae6dd9f32cc8a9f9030e31_8,1,0
的却，夏天开空调我的自动运动豪华型13个左右，开空调他妈的车跟老牛一样，绝对不黑，发动机变速箱太垃圾，那个变速箱反应能力太差,auto_home,39f4997330a19ce7ebedcda1aea60f0f_4,1,-1
虎七原型车TX，外观内饰纯原创，TX出的时候还没有特斯拉好像。。。。。脚趾头疼不？！,auto_home,5c0839290b9824d5a86e03791ca99d6e_4,1,1
试驾有个毛用，试驾才几公里能看出什么问题，1000KM后问题就来了，而且最大问题是售后根本跟不上，因为三大件问题连原厂都搞不定，除非产品回炉重做！,auto_home,23902,1,-1
gl跑高速非常省油。,auto_home,90420c13316f54c8dbc1617c4eead210_143,1,1
指向性很好啊，ZS开着操控挺好的。,auto_home,2bfc290dee1126f3c7e2865bb3a0aa68_64,1,1
嗯嗯，我买的是智享版，早知道七月份出至尊版，我就再等等了啊！多了那么多的配置，才贵了1万元啊！我可以很负责任的告诉你，1.5T完全够用，除非你是飙车党，我昨天拉着5和大人和三个孩子，开着空调，爬坡一点都不吃力，转速也没有超过1800转！就是开了不到2000公里，开空调在市区开油耗有点大啊！幸亏我们这里油便宜啊！,auto_home,3fdb88e1ac134760158cc581f6125e41_14,1,0
