source_id,content_source,content,auto_related,sentiment_label
5e236c09dd4660495a5a9c0f1fc4e5ef,auto_home,订车后半个月提车了，昨天接到上海幼狮闵行店的销售顾问电话，说是我定的名爵ZS 1.5手动尊享互联网版白色的车到了，上午一早吃过早饭就兴冲冲的到了闵行区伟都路221号（提车的地方），一到店销售就很热情的迎了过来，告诉我的车到了，停在了哪里，立马就带我去看了，接下来就上图给大伙看看马上就属于我的ZS。 总之来说车看下来本人很满意，销售全程陪同，讲解的也很细致。很满意，就等后面的手续了。,,
4cc7693adb4627db2d4c91a281fc81ab_4,auto_home,这是开车技术，还是Rx5发动力不行,,
9474,auto_home,各开各车……好像你是荣威粉，就没有吉利粉吗？发表意见是好的……有良性竟争才有消费者的好处！如果你有什么车就发什么车的真实使用感受，这样才能结大家一个理性的参考！,,
665f5c89031e60aeaa04cd4ce8969de8_7,auto_home,明天也提这车了，兴奋,,
37648f8888b01c2633147f2095f6b926_9,auto_home,总体感觉不错了，但是验车费劲了,,
7cec8512e52f3d078e8c1c23c9853390_106,auto_home,谢谢。到现在为止。500公里。总体很满意,,
61ad5697b6f7986128a68866d6245ea7,auto_home,本人有1.8L荣威550一辆。自动挡，多功能方向盘，电动座椅，天窗，定速巡航，倒车影音。自己加装氙气大灯（材料和手工费花了3800多元），日行灯。6年才跑4.3万公里，真实公里数，车况优良，保养很好九成新，全车原厂漆，只换了个前保险杠。支持任何机构和个人检测。出售或有本地换车开的么？价值差不多的就可以。上图了,,
c0ead1c40c103fb4c039e14869511440,auto_home,"不知道大家有没有关注这款车，荣威ERX5,车子是纯电动版的，最近刚刚进了北京新能源目录，我看着还是挺不错的，不知道大家对于这车有什么想法。 首先我是觉得吧，这车给人的直观感受就是好看，挺时尚的，虽然个头的问题让车子看着不是很精巧，但是看着大气，空间也有保障，没啥问题，还有大天窗，外观上真是没话说。新能源车，之前还是开过朋友的，感觉挺好开的，我这样的糙人也感觉不出啥，如果和用汽油的车子开着差不多，那么看在环保的观念上，那么我还是会尽量用新能源车的。还有一个就是这车充电还是挺方便的，它那个宣传上也讲了，40分钟就能快充个80%，很厉害的了，比我朋友的车要好的多，看来技术上的优势还是有的。对了，这车还有补贴，扣了以后差不多20万左右，心里看着还是挺向往的。",,
5cbe438a72da85d5e3aa3ad1b6ca4cb0_20,auto_home,不激烈驾驶1...2档顿挫很小,,
44e6ed5c259d81166086e56779fc3be7_51,auto_home,车里面味道不是很大啊，zs我的也是哦,,
4dd0f2793201c04d1d27c8eca1e8e51e_9,auto_home,不在乎毛爷爷 还是智尊 这配置真的够叨 我的也是智尊除了油钱 和一点异响 其它都不错,,
71dc119bcee5eb961f3179c24a4233c8_14,auto_home,手动版的会不会上4t15b发动机,,
7e543fe3081bb61b4d7e273d987f08f0_1,auto_home,是自动豪华版？内饰我也觉得米色的好看啊,,
78d2b58b732c5f45da4948e78345442f_37,auto_home,不错了，是一款颜值很高的车型,,
3777997e2680d0b8c4079ed9afa01aba_11,auto_home,换机油的时候一定要看着工人加新机油！最多让他们加四升就不能再加了！等几分钟之后机油全部流到油底壳了看机油标尺，在中间就行了！加多了再想放出来既浪费钱还特别麻烦！我二保时候一不留神工人给我加到机油标尺刻度顶了，汗啊！,,
6efd85fc7ebe64689977c5f3dbc94cdc_26,auto_home,BYD的车子 嘛 听说F3也是不错的,,
939660b90da5bb9447e94fd25171ba80_21,auto_home,大灯 还是那么伶俐有神,,
7a2386d0609d439a980f9f53758ae318_102,auto_home,博越开会，群英荟萃，霸气侧漏,,
f7f813d3ddf3b3bca363f85a1c3473d0,auto_home,我的1.3手动跑上70码就会嗡嗡响不知道是胎噪还是变速箱问题！有同样问题的车主么？,,
7a72a3442c117cecd636d9c8967262b1_19,auto_home,有你，有我，有博越,,
6b58a9c2b7633bc3d44d57940c12db79_22,auto_home,慢慢找那个加油门的点，干式双离合新车磨合期确实从在一些操控感细节上的不舒服，磨合好了，和你的车有默契度了，会感觉好点，我的跑了1万来公里，相比新车那时候，感觉舒服多了。下坡感觉拖拽，安全前提下可以放n档试试，我下地下室坡都是n档滑，下去坡直接推到D档，没事的，放心试验。双离合也有优点的，提速动力几乎没有损耗，这是其他变速器做不到的，红绿灯起步有几个同级别车能飚的过双离合？！,,
7cec8512e52f3d078e8c1c23c9853390_16,auto_home,终于等到心头好囖，欢迎加入广州GS车队大家庭！,,
8097,auto_home,春天到了，万物复苏了，这是个看车买车的季节。”冬天走了，春天来了。窝在家一冬天的楼主决定出来转转，寻找买车的机会哈哈哈我先就近到离我家只有一点点路的4s店里面去看了，感觉展厅布置还可以，给人一种明亮的感觉，不知道是不是我的品味有问题，哈哈哈哈，我来拍一下我中意的suv给你们看一下。目前我已经看了俩家的SUV了，感觉荣威RX5很和我的口味，准备在看看其他的车。我记得快春节的时候，这款车子好像买的特别好，我去店里面转过了，那时候销售顾问没有人是空着的，都在谈客户，我走进去听过了，好像都是喜欢这款车，说这个车子很大，空间也不错，过年的时候可以放各种东西，主要是外地人要回家过年了，除了单上自己的家人，还要戴很多年货回家过年，这个车子的油耗也是可以的，所以那些返乡的人都很喜欢这个车子，，我只想选一个性价比比较好的车子，各位老车主们有什么给新车主的意见。,,
