source_id,content_source,content,auto_related,sentiment_label
395b9d07cf943e0918bfd307b7b2c11d_28,auto_home,破车有啥性价比,,
7c6c67944739fb9a7da6b263a1d15997,auto_home,当天六台车同时提车，奇瑞的销量还是可以的，以前都说“奇瑞奇瑞修车排队”现在感觉是“奇瑞奇瑞，提车排队” 红色真的很漂亮，越看越顺眼 三天牌照就到了，不过还是坚持临牌到期才装铁牌，原因你懂的 各种饰品的摆放，虽然有点乱，自己开心就好 4S店送的坐垫不喜欢，自己淘宝花300大洋买的，哎呦，不错哦,,
78b3276276b554932cd64d026015b867_10,auto_home,双离合惹得呗，cs75。55不都有卖的了吗?h6新款也不错，神车博越，荣威那么多车不一定非选gs4，卖二手的不是毛病车就是碰过后悔的。既然选了哭也得开5年在看哈哈,,
6df7f9f9d963b2684a64d9701fdc5127,auto_home,"    第一次发表帖子，不知道该写些什么，文采有限，只能实实在在写点买车、用车的感受，用句东北话讲：捞干的来！ 【选车】本人手比车新，选车前各类论坛、网站、试驾视频看个不停，入选车型：广汽传祺GS4、RX5、吉利博越、新h6。因为预算够，所以都是对比的顶配车型，对比配置太让人头疼，但汽车相关知识倒是学了不少；后来总结选车就是看自己的需求，舍掉不需要的，得到需要的；不能本末倒置，因为汽车配置而改变了自己的需求。 本人需求是这样的：             第一位，拉家带口、老人小孩乘坐舒适；             第二位，后备箱空间喜人；             第三位，辅助安全措施（新手嘛）；             第四位，要好看； 之后便去了车展看车，以上全部车型静态看了一遍，             GS4：外观漂亮，座椅舒适，后备箱空间不错，省油（销售介绍）；但是个头有点小，内饰全无亮点；             RX5：外观一般，座椅一般、后备箱空间很好，内饰很有特点（这谁家大pad放里面了。。），个头不错；                                             博越：外观一般（那个标我有点接受不了），座椅舒适、后备箱空间很好，内饰不错，但是中控的两个扶手有点挡手，个头不错；             新h6：外观一般（审美有限，大家不要喷俺），座椅舒适、后备箱空间很好，内饰秒杀其他，个头真大； 从车展回来，我还是比较看好博越和新h6的，于是就找了朋友一起去试驾；     试驾新6（朋友带我试驾的，我这手法还不行），他说最大的特点就是 顿挫感几乎感觉不到（双离合嘛）、底盘很好，操控还可以；我在里面就从副驾驶一直坐到了后排，我感觉真是非常舒服。     试驾博越，最大的特点就是操控很好，很灵活、安全辅助功能全面；但是底盘就没有h6那么稳；中途我叫好几次博越（智能语音），它都没理我，可能是叫它的太多，它也比较累。     总结了一下为什么选了H6：     外观高大，安全感爆棚；钢筋铁骨，真材实料（拆车视频看的）；内饰精美亮点多；座椅舒适，后排角度可调节（这条我很看重）；双离合换挡顿挫感非常小，动力不错（对于新手够用啦）；好了以上就是选车过程（真的很累）！ 【用车感受 车型领尚2.0T蓝标】             以下几点可能大家比较关心:             1油耗：本人纯新手，高速就是提车的时候开回来，一般都是在城市里面开；天热空调，我开的时候基本都是用车高峰期，路面比较堵，目前10.8；能接受。             2操作：没什么经验,开了没多久，几百公里，感觉还是很好操控的；             3动力：普通模式下（三种模式你懂得）起步的时候，确实是靠怠速点肉，毕竟重量在这放着呢，但是只要是给一点油，速度就马上能提上来；开起来后，小速度杠杠的。             4吐槽：收音机怎么意思，造反是不，关不了你了！（好吧，我静音，我换成音乐行了吧）；                    倒车影像你是劳模么， 我这都D2了，你还看后面啊！             5求助：右侧影像那个功能怎么能开？是我的车没有这个功能么？右转从来没有过。  【下面开始提车去，走你！】  ",,
701079c975c45a41ffeb9d2fedc2998c_9,auto_home,7月1号提的智尊。低速顿挫很严重，确实比不上大众的高七顺畅，但也能接受。优点是配置高。怎么选择还凭个人喜好。,,
2899642efd5194f0cee5018084febbe7_5,auto_home,恭喜楼主加入ZS这个大家庭，楼主多少钱提的车，提车的时候有没有优惠哈,,
8737,auto_home,如题正常吗车子手动旗舰版感觉油耗好高啊,,
5cf54fab3f661c52dd5d3df6417e6a11_9,auto_home,超大。。超妹，超舒适。博越之美,,
1805db33434b8979122e94d86d619bce_1,auto_home,小六的外观、动力、油耗都很棒！好车,,
2be5be3510f5fcb26fb9f8ce15f9a89e_3,auto_home,我们因博越相识相知相守在一起。用心了博越经得起考验，博越性能完美配置丰富动力充沛。不悔的选择,,
768bb1028b001282b114ecabb6219c5c_180,auto_home,俺的自尊更大气，17寸轮毂,,
7ff5d317c290a7556edea105f701dc41_24,auto_home,东本这些车还是挺帅的嘛，怎么看怎么舒服啊，壮哉我大东本,,
723946e5ee8e501c5e42748caa873725_61,auto_home,什么鸟装配质量！,,
46147e42cc00cafe0d54701e890c55e4_86,auto_home,媳妇是个路痴，对她来说，这个导航挺方便的，定位也比较精准,,
59b849acccb7c19f29cb59712378dcf1,auto_home,本人90后，工作很多年，一直想要买台车，方便平常回老家。看了很多品牌，长安，哈弗，吉利等，来来回回看了3趟，最终被ZS吸引。销售妹子，打电话太勤快了本来打算再看看，算了，就它了→希望以后风雨共赴,,
74486a55b307ab4b960929dedeb12900_7,auto_home,现在开的是 1.4L 豪华版 动力确实不错， 敢问 有没有 1.8 CVT 改手动的？？ 1.4手动 可否移植到1.8？,,
1dcd98a1a3c9593a5fae4b555e371de0_22,auto_home,外观内饰好好看，大气～ 性价比超高，很心水，准备入手哈～,,
58ffeb01cd67bc65a0e95a2fb812cca4_5,auto_home,现在很多车不都是这么风格么,,
18835,auto_home,传统的家轿很多被视为买菜车，但是家轿搭载互联网各种功能会怎么样呢？,,
5389,auto_home,买个自动挡的车就为开车省心，还注意这里注意那里，那买这车有何意义？意义是为了锻炼和折磨自己？你什么时候见过合资车要我们这样小心这里，注意那种开法的？车本来就是服务人的，人想怎么开怎么加油你就得配合我们而行驶，还不是车好像老爷一样，要我们配合它这里配合它那里才肯好好的走，就是一垃圾车还找这么多借口说车主不会配合它，真好笑。我是认证RX 5车主，我是非常后悔买这垃圾车，不服的车主来辩，那些没认证的拖麻烦闭嘴??。,,
6edcace15898f9af3fcccfbbd14a58c3,auto_home,一手新车，14年5月19上牌，4万7000公里，刷了ecu，倒车影像，有意私聊！,,
