source_id,content_source,content,auto_related,sentiment_label
715b582dc868ac821832b109650ff442_3,auto_home,网上看看汽车的零整比！你就会发现是多么的好修！好保养！配件便宜！车用料足！配件和荣威550通用！不在4S店保养完全可以！我现在换的机油是嘉实多级护钛流体，一万公里一换！空滤汽修城买一落子！空调滤也买上一落子，变速箱油一大桶4升就够了，其他都是易损件！马云家有卖的！就看你怎么爱你的爱车了！,,
46043b5052c37a28c8620af8cf606c33_5,auto_home,你这个2.0的中控这么low。。不是液晶的娃,,
4c5260c502e4def0682393a251c9df0c_20,auto_home,"自主车企变速箱是软肋，能保证供应的只有DCT,而DCT靠刷软件无法根除顿挫的毛病，AT变速箱被少数几家厂商垄断。",,
1fec808004f88a689862ae722c859e48,auto_home,之前一直在看吉利帝豪GL。看了一年行情一直没优惠。但是老婆一直喜欢他的外观，在我们小区有一个在荣威4S店上班的邻居，跟我推荐了说看看荣威的i6，尺寸比GL大。可以去看看。我就这样带着老婆周末去看了车。、 看上实车的时候我就被它的外观吸引住了。 想着对互联网的那些功能也什么特别的要求，而且我刚刚考驾照才5个月，开起车来还不是很熟悉。经过小两口的决定，全款提i6自动旗舰款。 前天交了3000块钱的定金，今天就让老司机带我去提车。,,
7c33304b39524b790fbd6e7e3968f2ed_4,auto_home,柴油版六个油到八个油之间，最好去试驾，现在柴油版吧噪音和抖动控制的很不错，高速行驶不明显，,,
589b4c84976bc1eca78e1fe3fe828000_35,auto_home,选择博越，是正确的,,
40735e7706fbba8faf2762e5250d83b7_106,auto_home,最适合年轻人款SUV名爵ZS让人好感递增。,,
3323,auto_home,……你这说的比驾校车还弱……为什么我每次1.5t起步都比大多数的车子快1-2个车身……难道我在吹牛不成……我只想说没有肉车，只有肉人！也许是有些人开惯了cvt at车子，不会利用油门控制达到好的效果，双离合起步，等红绿灯时候放到n档位，等跳绿灯时候3秒左右换d档，1秒就轻踩油门车子动了一点点，然后踩到1800-2100转松下油门在踩，变速箱迅速换挡，车速立马响应，你想多快就多快，还不够快的，用s档起步，轻踩到2000-2500转，松油门在踩，一般这么开可以基本把那些车甩的远远的。,,
419475428f0e7c921946cb9819cb4b2e_18,auto_home,有博越的旅途，繁花似锦,,
4b52c3b7966e8d74fa859413bf0ec4e2_104,auto_home,人和车都挺漂亮的,,
4e455cf705020e74de1db46f0c1fa586_4,auto_home,毕竟这批轴承质量隐患是客观的,,
73a81cc79f408dd4cfd0b999025f8612_148,auto_home,这个价位的车，能有这么多配置的也就只有博越了,,
23755,auto_home,最近准备换车也看上GS46AT的了，说实话GS4的质量反馈区问题是比别的车多，有点心凉，其实最初看上的是瑞虎7，就是动力觉得有点弱，还有品牌影响力，真心希望国产车抓好质量品控啊。,,
7b7e3c05e23d3e43b082d9fbfa1f195c_196,auto_home,美个毛，后排空间真是够了！,,
23d8812628ea46c706ebd1fbe7d71428_10,auto_home,我晕 哪个有闲心测试这个 打滑还技术不行我只能呵呵了 两年两万多公里 0事故0扣分 开过的路可以用超级危险来形容也不为过 可以说你都没见过 就别说开了,,
