source_id,content_source,content,auto_related,sentiment_label
650f1e2355c54262c57a6899d3b56406_18,auto_home,奇瑞已经找不到方向了,,
2aa73f41360549ca14677e4db10992de,auto_home,今天终于去提了爱车，车很满意，无奈个人技术欠佳，买了个教训。正所谓乐极生悲，正是如此。 接下来就是血淋淋的教训啊！事故现场由于当时太激动，没留照，心疼呀！提车还没一小时，去车管所上牌排队，路边一排铁柱昂子，新手上路，一个急转弯，噌的一声，挂的心里五味杂陈啊！来看看钣金铺子门口的爱车吧！ 写在最后：虽然说新车车刮了，要做钣金，挺心疼的。但是小灾顶大祸，正是碎碎平安，岁岁平安，一切都是最好的安排。求精的说,,
19375,auto_home,贷款3成表示无手续费，无gps，你是小白，被坑了将近1万元,,
4e1a7b393caf5faaeeeed8c17185c7cf_6,auto_home,看你油耗也不低,,
24452,auto_home,gs4那个出问题频率实在高,,
69a2fb385f0c2a7a4b5ec519c861b401_6,auto_home,恩，550有颗2.0的心，但是上汽只想卖10w，所以1.8都算是高配了。发动机舱大的连乘员仓都小了，轴距优势完全没体现出来。,,
5991643285cac15e7c9aa50d8d73bd60_10,auto_home,呵呵，我们经历真的很像，我去年开始一直想买博越，后来我们店里订了台博越顶配，我就一直研究开了很多次，博越其他都好，就是座椅真的不舒服，尤其后排，顶配音响也真的很一般，可是当时没有其他选择，当时并不知道新6会在4月份上市，我本来打算的5月份回家，然后就买博越顶配，可是，说起来还是我运气好，全新h6竟然4月19日上市了，价格也可以接受，然后我就迫不及待回家了，我4月46 日到家，28号就带着家人去看车，结果展车都没到，样车都看不了，，没办法，没有就没有吧，第二天就交了定金，然后等到7月8号才提的车，。 对了，名字就那样取得，我用的是佳能相机,,
45f46147aca1290aca1f91c087603ccc_17,auto_home,我去年3月的车 现在已经5.7万公里了 ,,
4cdd9b5b4fd6577daa765cbc8323a475_194,auto_home,感觉车子还不错嘛,,
531816ef2de3c61fad2b6c7568a55612_1,auto_home,说的很中肯，长途行驶油耗和速度正相关,,
7ed1e4bfddb1f5e7ffb39ae7f4af759e_8,auto_home,我手动挡市区都10个，这么多年了，这个油耗一直很稳定。 当然，没走高架。,,
47081ca2e32821686489c7146686c002,auto_home,    提车半年了，潜水快一年了，按账号算，如果不按这个算那就是好多年了。帝豪GS也是无意间看到，并被他外观内饰以及配置深深吸引，一发不可收拾。订车都是快速，等车都是漫长的，期间各种纠结、郁闷、催促，搞的跟销售都不好意思，好在提车还算顺利，看到实车，并且开上实车后，所有烦恼都不见了，总结帝豪GS包治百病？    看着论坛大家都分享，我平常都忙于拆帝豪GS，研究挺多关于帝豪GS，关于个人感觉不是很好的地方，进行切割改善。快一年了，发点东西给大家参考下，如有更好的，欢迎大家提出改善。    卖个关子，看前面12张能否知道，我拆档把做什么？帝豪GS都很完美了，就这个东西估计好多自动挡的车友，都有悔恨讨厌这个东西，如果你猜到我拆这个做什么，请回帖告知，我看看有几个车友第一时间第一反应就对了。 从下开始计算8张图内，大伙能知道我在做什么么？ 好了到这里为止吧，能猜出来做什么了么？,,
4e6f36937d24993a6f100810caf885ae_10,auto_home,这东西从提车那天起就有问题，期间小总成都换了几个了，始终未好。现在也不用了~只当摆设~,,
75b8805cf1134405dbcf9f2c7a1e7242_16,auto_home,哦哦！恭喜你！终于提车了！我还在等待中啊,,
4eefb97ade3e356de6a92a4e2768f6d1_37,auto_home,等我RX5用旧了就换纯电的，毕竟这是大势所趋。,,
1d710703fc86fe586c4bce9425690ea6_13,auto_home,主要是博瑞大，号称最美中国车,,
