source_id,content_source,content,auto_related,sentiment_label
67917d87eeb7b945a1bb1af5d8c77b6d_59,auto_home,这个应该顶起来，让吉利总公司看看，让董事长李书福看看，这就是他们造的最美国产SUV。把一台有安全隐患的车交到我们这些支持国货的老百姓手里。发现问题后，销售推卸责任，售后各种搪塞不认清事实真相一味推脱。这样的吉利，让我们这些博越车主如何去放心，让准车主如何去爱，让你们自己如何做大做强。,,
7dbee9ba10596bbb7a449520ad913cd1_56,auto_home,这款汽车的颜色是我超级喜欢的，哈哈,,
7ce31b0c773fe4905f56d39acb2bdbf9_116,auto_home,看的我都想要买一辆了,,
2a44a1f8d32c18098da7e281d9c1e353_53,auto_home,车子不错，辛苦了~,,
7d05ee80280cadd486e617bd7e61082b_24,auto_home,"MD,晕了！ 自己曾经拆下来清洗过，是四个火花塞啊！昨天在家更换，尽然只找到两个火花塞孔，还有两个不知道在哪儿。哪位大神指教一下。",,
3d4bcaf9ef47225c8eb9b3e5d53ca81b_18,auto_home,认证车主劝你一句，手动挡异响肯定是有的，只是吉利一直在瞒着而已，你上车质网一查便知，车质网，车托、车黑是没办法发表投诉的！可信度比较高！,,
7f78189fbe8ca4fb6ff74052b2f247b9,auto_home,"直工作原因没有时间拍照片上传作业，不过在这些日子当中体验了整个RX5车的过程，希望大家喜欢。&nbsp;&nbsp;&nbsp;早在2011年那会我就坐过一个哥们的荣威550轿车当时我对这个品牌认知不深刻，老觉得这个牌子是上汽收购英国罗孚的破产牌子，不过说实话我对荣威标志还挺喜欢的觉得做工很精细，当时哥们的550我体验了体验就震惊我了，我说这特么车做工还真不错数字仪表盘然后内饰各种软性材质，然后我对荣威这个品牌就有了深刻的好印象，觉得就冲这个做工肯定以后上汽荣威做出的车坏不了哪去，RX5互联网汽车当时准备上市那会我就被这个互联网汽车标题给整晕了，因为我就是从事IT行业的虽然不是搞互联网的，也对这个虚头的概念比较清晰，打开网页图片一看，我去原来内饰中央有个平板电脑，然后我就结合我的软件经验考虑那是不是各种安装APP然后可以应用这还叫互联网汽车明显是忽悠人的，然后查看资料得知也算是我比较能接受的，是阿里互联网给上汽开发的一个云平台系统，说白了就是日后阿里也可能制造汽车只不过先给其他厂商试用看看效果如何，不过封闭性还算好不让你安装各种垃圾APP，如果安装必须经过阿里服务器推送的东西才可以安装这样就可以让系统更加稳定与安全，在一个就是汽车的所有按键都集成了屏幕上可以控制也许这个就是未来的趋势吧！&nbsp;&nbsp;&nbsp;好吧既然这个车我看上了那就看SUV好了，然后按照这个性价比价位的车去选择，首先哈弗我不考虑了不是觉得哈弗汽车不好，是觉得哈弗在我脑海里就是出皮卡的，当然哈弗兄弟们可不要喷我啊，我只是个人这么认为其实哈弗车还是可以的销量就可以说明一切，还有就是吉利博越，我个人觉得吉利博越这个车后屁股没有设计感导致我都没有去4S看吉利的汽车，其实吉利博越也不错就是我对这个品牌不怎么感兴趣，然后当时差点选择现代的新款途胜，外观内饰啥的图片都觉得可以接受就去4S看现代，等我一进车门坐进去之后马上就下车了都没等4S销售给我讲解，我心理就一句话这特么不是坑国人么不说别的里面用料全是硬塑料看着跟玩具车一样我根本无法接受，也许是我要求太高了吧您才花多少钱就想买做工好的合资车，不过在我心理除了进口品牌的车是纯原装的，其他合资车也都是中国制造组装乃至有些部件都是自己生产的，那就看看荣威吧到底这些年是否有了进步！&nbsp;&nbsp;&nbsp;去了荣威4S店就被大气的RX5外观所吸引，走进入内饰做工马上我就回味到过去体验哥们的550的那种感觉了，不吹不黑上汽这次做工真心棒！我觉得身为中国人不应该歧视自主品牌，就跟我去韩国旅游时给我的感受人家大街上基本全是韩系车不要跟我说在韩国买进口车贵不贵的，人家就是开自己国家车这个毋庸置疑，上汽也是大厂家不光出荣威自己也做合资品牌汽车多年毕竟有底子，然后就开始选择1.5还是2.0呢，后来决定我反正也是要买互联网的1.5与2.0,两驱车型差价不是很大，可30T型号多出的东西可是最实惠的，湿式双离合与2.0T发动机，还有就是销售告诉我只有2.0车型才是使用座椅纯皮材质，后来在官网看了看参数确实是这样那就管那么多了就这个了，当时全款拿下，下面就是分享我拍摄的照片吧。————————————————分割线—————————————————————&nbsp;&nbsp;用车感受：缺点&nbsp;1.双离合在北京这种市区开车真的很烦顿挫是有的，必须需要适应这个双离合一定要轻踩，需要有一段适应时间。2.油耗其实也不算高，在从小北京长大的我没办法从小看大街上车少到现在车水马龙水泄不通的环路上，肯定费油是必然的，毕竟发动机排气量在这摆着呢，不过你其实算一算一箱油多花不了多少钱你真的在乎这点小钱么，给你带来的是动力，当然如果接受不了油耗高的就去买1.5T的吧还是挺省油的。3.只有4驱有LED大灯，其他的都没有这个有点坑了，您总不能让所有人都买顶配吧，加装还挺贵的所以想玩灯的只能自己外面改装灯光，不过我对这个到不是太在意。优点：1.空间非常棒，后排可以躺着翘着孩子可以站着玩。2.动力没得说，跑高速只要你敢踩动力源源不断，也许我没开过什么好车，我觉得这个发动机真心可以！3.内饰做工细节决定一切，请看下面图片我发的一些细节图，还是那句话我对内饰要求还挺高的因为你开车都坐在内饰里外面在好看你也看不见。4.自主品牌这几年发展挺快的，价格便宜性价比高，这年头买东西就是性价比当然如果您有钱自主在牛你估计也得买面子车，不过我还是要给自主品牌加加油毕竟这么多年了发展一步一步的还是有成果的！对了很多朋友问我是什么型号，车型是30T两驱版本，至于参数可以去官网查阅&nbsp;文字废话较多并且如有错别字请见谅，本人很少写字了习惯输入法了，就是懒的去审阅修改了&nbsp;",,
4191a81558a0e4de5927221dfcc19c10_1,auto_home,底盘是不是走烂路的时候好像有碰撞的声音嘛？,,
5db17c3452c34f45007141d0ce164235_6,auto_home,放一起的确虎7显小一号，不过设计不错,,
1812dbc66c46bb2732866529582f5722_4,auto_home,荣威也不错只是新能源汽车起步晚点，当然一现在的电池和混动技术来说荣威是比不了比亚迪的。,,
