source_id,content_source,content,auto_related,sentiment_label
72571e88791f62bd10208d142b955f47_199,auto_home,开几天，这样也太严重了，我觉得。 你要分析怎么出现的，找4s也问问。不应该有这样的！,,
79e5b9981212f3f72cfe00257f80ee97_7,auto_home,MG锐腾的电子驻车故障太多了，断掉电瓶负极的电，过几分再试，是方法之一,,
34ccd837fdc4f144a491d51508d9d465_57,auto_home,引用: 原帖由 里包恩 于 2011-02-17 16:38 发表在 35 楼 好亮~ 洗车的时候不会掉吗? 不掉的，高压水枪都没弄掉,,
57eb1bea9f5b6bc99fb1e6d460ff7434_17,auto_home,兄弟 550混动你熟吗？打算自己换空滤，空调滤，可是不会,,
44c9fae88b86ef7db2ad4d41da40c016_205,auto_home,恭喜定车。这个车根本不用跟唐、宋DM比，应该跟BBA有的一比。不论外观，内饰，都秒他们几条街，不过因为是国产才没他们虚荣。汽车是耐用消费品，所以年限一般在10年左右，所以，选车不试驾，轻率定车是大忌。楼主的选择不是一般人的智慧，极其详细的对比，用心极其细致。起到了助人为乐的作用。难得的人才，不过，一般人是会亲自体验试驾，会亲自论证楼主的观点。,,
35455be60a7b1c736b37649e138e5caa_26,auto_home,不是国产车便宜，是合资车买贵了，有人喜欢给宰！有钱任性,,
35bed8f24810e36e1144ca96c663320c_15,auto_home,我车五年了，油耗都在6.6百公里，市区郊区，高速很少跑，一个月上班只开300油费,,
146fa791a4a3ae96a0d06b33b31141f6_19,auto_home,从楼上来，越越很大很长！天窗是亮点！,,
68aaa6e46044c0c1f5034320252042ad,auto_home,真是等的望眼欲穿啊，车子终于到了，i6，总算步入有车一族了，好激动啊，车子虽然不是什么特别好的车，但是凭借着自己的努力越过越好还是很有成就感的。,,
2cba855943a843ecf5b3752a4d0ffd91_582,auto_home,博越屁股太高了,,
2c6e4c74ef0f7a118cc99ce38f3dbd86_3,auto_home,我的也是，只要超车大点油门就会有共振，求解,,
18fa1499d85de83028a07bfdddeffb75_336,auto_home,车亮人帅。长城真的上档次，不过底盘看起来做的还是简单了，看看大众的底盘下喷涂，空气导流设计盖板，希望长城把这块做起来。,,
25823,auto_home,越越是最美的伴郎,,
7cbdf9b45598211c3bea3467bb02efdc_3,auto_home,法拉利？还是算了吧。空间小，噪音大，油耗高，娇气保养贵，维修不方便，最主要是买车款有一半是捐给法拉利那支阿斗f1车队的。法拉利完败。,,
322e9c50cba516e77376782b46c531fc,auto_home,旗舰没雾灯&nbsp;轮胎不好看&nbsp;&nbsp;互联智能&nbsp;大屏太坑&nbsp;&nbsp;求大神指点,,
57b9e63a4847c81bfe2efd95d96343a0_98,auto_home,博越叫人一见倾心，再见就开回家了，哈哈！绝对养眼！,,
3d60415dca9b2a8678f51b12f762fddc,auto_home,荣威老车主了，一直很信赖的荣威汽车，这次用公司名义再买一辆，希望，能给我带来更多的便利！也希望荣威越做越强，支持国产，相信自主品牌，相信荣威,,
31481f92460ae6df0dade62eb011b012_2,auto_home,漂亮的车车~,,
1c3b15bf0ff09273b17886eb6caaa3a2,auto_home,昨天刚发表了一篇帖子，由于含有扣扣号，被删了，再重新来一贴。标题是我做汽车销售时，荣威350的宣传语，说真的，当时对小三真是中毒至深，不单让顾客选择荣威350，就连我自己，也在15年元旦入手了手动挡小白马一匹。当然啦，个人爱好，新车入手第一件事，小改一下，当时外表改动最大的莫过于加装了日行灯转向灯一体总成，然后贴了黑顶膜，改了示廓位置灯，记得还贴了拉花，整个一非主流造型，现在想想也是搞笑。??,,
13987a2763c8121435dbe92ed259bce3_4,auto_home,博越这车外观大气动感，内饰高端精致，极具美感。开起来顺手舒服。,,
6976cbba5e56ba583089d079e1b2894f_6,auto_home,同款路过，我是2013年6月提的，哥们总结的很到位啊，我现在依然不后悔选择550，外观，配置，内饰做工什么的在同级别绝对属于前者，俺老表是宝来，在他的眼里国产车就不行，有一次他坐我的车从连云港回徐州，坐了一会他说，你这车坐着比我的宝来舒服，我笑而不语，其实这个价位的所有的车包括合资车，动力和操控是不分你我的，我这开四年了，换了后备箱锁、右前轴承、玻璃升降器、一个近光灯泡和两个刹车灯泡，我觉得这都不算啥问题，大都属于磨损件。,,
25554,auto_home,还不错，期待也能有自己的车子,,
39b0dd151dd8e2199ff3c63c3d3fa9f0_34,auto_home,看多了白色的，感觉蓝色的车子不错，很拉风,,
26cb28de53a8ad6e2aaff17b3a015d6c_13,auto_home,帝豪GL真心的不错，恭喜恭喜楼主喜提爱车,,
7b44ae91b172d90011201e037d0db43f,auto_home,昨天刚提到的爱车，一款霸气车型——名爵zs！因为牌照还没有到位，所以先小嘚瑟一下。外观硬朗线条优美，有档次。关键是你能想到它是一款才十来万的斑马系统的高端车系吗？全景天窗，语音互动，车体棒实，有没有不低调的感觉呢。 提个车一趟小短途下来就不到200km，话说油耗倒是蛮低的。 尾部浑源，有气场。只是有个小缺点，不是独立悬挂而且有点小硬，不过别的都还到位。 颜值就不用再夸了吧，帅哥一枚啊。 音效很好，适合年轻人的口味。视野开阔，静音好，隔音也不错几乎没有外部声源的打扰。虽然是SUV，但它排量小耗油低，百公里油耗才6.9是适合大众消费的，我也是看中了它的这个优势。车内装饰简单了点，但空间大还没有异味，说明用料的材质还不错吧。 坐等牌照下来就可以去兜风了，嘚瑟完了就先到这吧。如果在后续的使用中出现什么毛病或者还有未发现的优点，我都会及时跟大家分享的。,,
7175aa2137e75684a2acedd70905b277,auto_home,荣威RX5让我夏天在闷热&nbsp;?第次知道荣威车型我个朋友给我推荐那次我朋友出门在路看到荣威车行为我认识荣威车标当时问朋友这什么车车标非常气美观我还以为国外品牌车为此还遭受朋友嘲笑没办法回去当时就之后恶补车标常识只为在遭受盆友嘲笑因为我从初中毕业就去部队当兵去直服役几年所以对车型都解个月在街看到荣威rx5看到外观非常漂亮气正我退伍以后学车本也需要辆车以后去4s店咨询这款车去之后听工作人员介绍这款车功能当时就非常心动回去后家人商量决定购买经过番讨价还价最终在个双方都满意价格成交这款车最让我满意就他科技感主打互联网可以程启动开启空调这个功能就让我夏天子凉爽起来,,
362c9aed09eb1b6e248aa54fca2b7db2,auto_home,    转眼间提车宋已经近一个月，自从买了车也变成了比亚迪粉。关注帖子动态成了我的习惯，昨天看到有关2017款秦的链接。就点进去看了看。感觉车卖的有点早。秦是款不错的选择。     下面说一说看秦后的感受吧！     首先价格可能是最关注的方面，秦2017款从185900起价，国家补贴24000元，地方补贴12000元，前一1000名订车厂家补贴10000元。185900-24000-12000-10000=139900元 。并且还免除购置税+车船税。不知道您们的感受是什么样，我敢接非常的超值。而且 全国价格统一，也不需要担心买贵了，这一点感觉非常的好。并且还看到，到7月31号这1000名就没有了。     价格说完了，一起看看车吧！车长4740mm，一般车长达到4800mm才算B级车。不过这个长度也是可以了，里边的空间也是非常宽的，迈腾空间也是在4890mm。是不是长度还是够用的。并且整车质保6年15万公里。加速方面0--100迈只需5.9秒，感觉到了跑车的速度。因为地区原因没看到现车。但是想想5.96秒，我的宋还要10多秒，一般的速度。想想还是挺厉害的，当时我也看了很多混动都是感觉太贵，不过有一款丰田卡罗拉混动算是比较便宜的，但是这个电池续航里程太让我堪忧了，几乎接近没有。其他的还是比较贵的。相信秦会带来一个好的开始，也为祖国争口气。让中国车普遍全球。     一个粗人感慨这些是有点不好，看看是什么地方吸引我的吧。也看看吸没吸引你。,,
403ee298ca16d66989438030a34c6570_30,auto_home,我自己试了 效果好很多 但是不是完全杜绝了踩油门第一脚尽量不要踩到底，因为7速双离合发动机抵挡顿挫可以说是通病,,
247c77c0620acaac42ef90e954ed0bba_5,auto_home,换的依然是瓦尔塔 蓝标 途虎上门更换 不断电操作 专业 之前电瓶4年半,,
3ef8cded3def2bacb2582a87d6cab9d2_16,auto_home,那不得了，我的油耗12.2啊,,
3103a88424bbf06c48c7684226e9b200_6,auto_home,我也是1.3手 我感觉二挡升三档有点难入。。,,
3ab8677ca1a6645768694533d247a097_47,auto_home,H6我还是第一次见人装电动踏板，好用吗？不过这款车真心的不错！,,
6552652ab2bb0dbde60e91b83ffc1aec,auto_home,本人买了一辆荣威360，为什么买这一款呢，首先价格真的很优惠，而且油耗也不是很高，而且空间真的是没有挑啊，毕竟家里还有孩子，空间的话必须是三厢车，放一放孩子的行李箱等等咯。然后媳妇看了看颜色说白色和红色你好好选选，最后在犹豫了很久终于考虑了荣威红色喜庆一年哈哈哈&nbsp;。很满意，手动挡风燥特别很小，很舒服开起来，最主要媳妇也喜欢开。很棒。[发。也祝荣威越做越好。大爱。。。。,,
4c559b55e0b6876d2cd3c397c9ba08fd_4,auto_home,新版的秦后备箱改大一些了哦，发现内饰和中控都也改了很漂亮了,,
22ae0702aca293f62fd1f718fbc89790,auto_home,先自我介绍一下，(*^__^*) 嘻嘻……，本人女，90后，具体哪一年人就不透露了，第一次在论坛写帖子，请大家多多包涵~~   初次见面 完美的侧身 平时生活圈比较窄，身边朋友都有了自己的车车，虽然男朋友有车，但是不是我名字终究不是我的8月份，驾照到手，开始了购车打算  。从开始选车到最终决定，我觉得我还是比较快的，自己也买不起豪车，这个价位区间的车区别也不大，主要就是品牌，要么就是两厢或者三厢或者SUV这样的选择。再加上日系车肯定不会考虑！ 如果说我第一次见到帝豪GS，是在汽车之家上，因为男朋友天天和车打交道，看下来觉得帝豪Gs比较好，当时有购车的打算，就去了车展转了一圈，路过吉利展位，一抹橙色映入眼帘，当时就感觉特别惊艳！喜欢的不要不要的，是我的菜！！  加上吉利汽车这两年在路上见到的越来越多，车标也很漂亮，心里就埋下了一颗种子。 随后就去吉利4S店进入深度的了解，销售顾问的服务还是不错的。   认真的给我们讲GS的各方面东西，给我极力推荐了试驾，  哈哈，说实话我对车子并不是很懂，除了学车的时候开过驾校的捷达，就开过男朋友的长城，可惜我技术不行，不敢试驾，男朋友试乘了一下，全成吉利销售专员跟我们全车给详细的介绍一遍后，更是对GS的爱，无法自拔。 了解了一下大概配置，一直纠结1.3涡轮增压好，还是1.8自然吸气好，销售顾问帮我解答了我的顾虑后，就选择了1.3T自动领尚型，最后就颜色的选择了，我这人有点小纠结，刚开始觉得棕色还不错，但是想来想去觉得还是橙^_^红色比较时尚，适合女孩子开。什么都谈拢后，交了订金，然后就是漫长的等待。   在4S店内看车时，就是被它吸引的 等过GS的车友们肯定都喝过无数次GS静心口服液，每天Q群微信群里吐槽个不停  ，等车太焦躁，服一付解毒散，以解心中之郁闷。度日如年啊，  看到我们群里动不动等就是60天，90天的，心里各种焦虑，唯有自我调节   在一个阳光明媚的中午，当销售顾问给我打电话竟然是通知我车到了，瞬时感觉空气都是甜的，恨不得当天就可以把车车开回家~~哈哈 提车当天一切都很顺利，顺利的把爱车开回家。上路的这段时间，已经有十几个的路人来向我咨询这个车，不得不说这款车的这个颜色在路上还是特别显眼的。区别于其他几个品牌的骚红，感觉GS的珊瑚红显得特别亮，大气！   美么 下面说说我这两天和小老公的点滴 车管所办好行驶证，出门就直奔家，老妈在家等待着，经过两天的行驶，已经行驶400多公里，平均油耗6.7，可能我开的比较匀速吧，或者我开定速巡航的原因吧，别人油耗都在8.0左右 完美的中控是我最爱它的节奏 带上套套以防意外 小老公的第二把开关，原封不动保存 这是我当天上牌的时候 漫长的等待拍的。废话不多说，总之Gs是不错的选择，虽然等待时间比较长，但是有句话说的好，等来的都是最好的我的小老公，我会爱你的 附上一张自拍，不喜勿喷,,
60edc462790bf4b458d4cd75c22ad960_3,auto_home,双离合省油，但低速抖动和异响，六速手机一体平顺，但耗油点,,
7372872dd67e4b9ba88b36a9a5167a20_2,auto_home,与博越的缘分就是这样，博越不知不觉像家人一样，守护我们的安全，期待您的回访,,
23f6a3ae3a8ae8bfac3b99c52f6b0040_8,auto_home,过坑太快伤悬挂,,
65f7556a28edbe8860e4979f822d3d4a_12,auto_home,我本来也喜欢青色的，后来看到4S停车场露天一辆青色脏了好丑，还是提了骚红了…,,
30730ce35ee90d3fe1049c9944edf075_10,auto_home,去4s的话，那用乐车邦试试，可以节约不少钱。,,
117f4b44524bcb54e515dcf75a7d92af_5,auto_home,荣威是一个很垃圾的品牌,,
18143,auto_home,rx5是街车了！,,
