source_id,content_source,content,auto_related,sentiment_label
650a713b90cc8f9db65352431c5f0c0a_6,auto_home,一月5千，你都赶上营运车了，你当的士开的吗？,,
13fe9abcfe2c937ee9318d65f4cbcda3_16,auto_home,我老爸的W5，最早一批，就是等红绿灯踩住刹车挂D档抖，刚起步起步也抖，只要挂N档就好些是怎么回事？,,
791075f3f2d6f10e574de3c18d639f80_9,auto_home,红色不多见啊，很漂亮！欢迎回访新帖,,
28c0a05aedad2849c37d74fdf3d8f33a_1,auto_home,装13大于实用 个人感觉 某些情况下没实体按键方便,,
7e6bb1543b0d287ffbb9e1001f2871ea_5,auto_home,纯电不够劲，也不适合我，就想着要是能整合在一起像素提高点，节约了资源和空间，也是个买点，多好的事，厂家工程师是不是太懒了,,
1d3dc654506c0240a0451a37dbfd295a_117,auto_home,博越让生活更精彩,,
5185320bd13b77166307625d9f1846d6_130,auto_home,博越车友前来参观！不错不错，风景秀丽！,,
160827a1013ce200616a74afe295df72_81,auto_home,为什么效果一般，，，漏掉了一个最重要的部位没有做，噪音主要来自发动机，发动机舱和驾驶室之间要做个防火隔音墙，不然，，就是这个效果，，，,,
17719,auto_home,不需要，首保免费本来就是包含机油机滤的！,,
6beca5a81cd282cb2f802bc2bc28ae00_224,auto_home,红色H6，漂亮,,
56a7384549921565db54d2e40a9eadc5_22,auto_home,发动机别老修了，换个新的,,
2308282b68a8ce028b98f8a5f519d323_54,auto_home,觉得的确挺好，想要试驾下看看,,
681ccbf765372d92a8519c185a9a90a1_14,auto_home,引用: 原帖由 艾迪来了 于 2011-11-05 14:55 发表在 1 楼 导航和仪表盘，显示效果还是很清晰的。仪表盘我很喜欢，跑车设计，我儿子说和他电脑游戏里面的法拉利仪表盘很像哈哈哈迎宾踏板和门板，做工还是可以的发动机裸照1.8t的哦，现在综合油耗10个，还算正常，能接受，高速上涡轮的声音很动感，光听声音就想踩油门了。容易超速哈哈哈。不过发动机仓有点脏，要去洗最后是后备箱了，容量和开口都不错。我觉得这车还是不错的，毕竟自主品牌进步这么快我还是比较认可的，现在车都很健康，没啥毛病，还是很喜欢这车的，底盘比较硬，过弯很稳，这个我比较喜欢，以前开朋友的索纳塔，感觉就是底盘太软了，换道什么的… 品臻？多少钱,,
3fe0cd5f4164e96911616a9156b08327_8,auto_home,好车值得拥有。以车会友，常来常往,,
