source_id,content_source,content,auto_related,sentiment_label
25500,auto_home,我定的RX5也该快提车了吧，话说不错,,
6da8b0d559241c1f234683ad56c58f9a_137,auto_home,车上音响再好也就这么回事。还是喜欢耳机,,
18347,auto_home,博越确实是后来才关注的,,
79ffb6b7dd17d84fd14b87f3a24123e9_4,auto_home,你这车是是被4S搞过？,,
13beae033cf0df21ea54c72034722299_1,auto_home,也准备好材料做保养了。你机油一直那个牌子，什么价，效果如何？拆下来的火花塞看上去还好似的。下面是我换货后的火花塞，原来弄错型号。,,
245a8b893fb21a53c539c40dc4daf4a2,auto_home,     我的博越跟我一年多了，行驶了14000多公里，说实话我对我的博越给出了很高的评价。因为博越在同级别的国产车当中是性价比最高的，无论是设计和做工用料都是达到了，甚至超越了好多合资车的档次。博越凭借着实诚的价格和诱人的高科技，打动了无数的80后、90后的心扉，越来越多的年轻人选择了博越，车友会的人员在一天天的增多，以及满大街上动不动就能看到博越的身影，同时这也让我们看到了国产车的希望，国产车的明天。         经过这次开车跑回老家的时候，路上没有开空调而是开着车窗跑感觉有噗啦噗啦的响声，停车检查时又没有了，只有加速跑到70-80迈左右有声响，我以为哪里出现了问题，结果最后发现原来是天窗的布帘有点薄，在跑起车来时空气经过车窗进入车内，吹动着布帘上下摆动产生的声响，虽然这只是小问题，对车没有什么影响，但是让人听起来也不是很舒服，所以我便上汽车之家的论坛上寻求答案，还真发现有的车主也出现过这样的问题，他在某宝上购买了一款隔音条很轻松的就解决了问题，所以我也购买了一款来试一下。           最后我要说的是吉利博越通过这一年多的磨合，要接受广大车友提出的个别不足，努力改进更新，争取更好的面目来回馈广大车友，争取走出国门，走向世界。,,
51c0bfc3da72aebf1259b502271e9cf0_11,auto_home,生活不错，吃的好,,
25564,auto_home,楼主好车，果然不同凡响,,
21195,auto_home,10年还能卖9W，真是有点猛啊，不过这是10款的，现在才是17年，最多也是8年啊，难道我数学不好,,
6f5e704a8f19015b32b7e200a5c6dc3f_37,auto_home,呵呵，被名爵ZS气场包围了。,,
5e62ce847c88a31c98b67295361258d0_7,auto_home,看样子，就得换新的了。4s说我这是第一个这样毛病的。,,
26585,auto_home,感觉挺好的，悬挂偏软,,
20bef1f6123a3debebbd66d00c1eee90,auto_home,车子行驶的时候，踩油门，或者踩刹车的时候会卡顿，车子会往前冲一下,,
