source_id,content_source,content,auto_related,sentiment_label
19672,auto_home,是金色的吗？你也可以带到你工作的地方去上牌呀,,
78c9358b5df6866d6017a6016231c923_380,auto_home,后悬架扭力梁我就不想说发动机了！,,
28b55246c4fcfc9c288b59e0155961b8_13,auto_home,我的12月份出厂的车1月份提的车也是手动，开始感觉有漏风感觉。中控有异响，后面去4S店。还是没解决。一直 这种。习惯了·,,
e40f308fea76fd84a468daf184165f60,auto_home,家里的帝豪GS提车已经有好长一段时间了，平时上下班周末节假日偶尔自驾游一直对帝豪GS的试驾体验挺满意的。所以觉得合资车除了牌子更响，逼格更高，其他方面并不占优势。直到那一天朋友的XRV才让我稍微改观了。 我有个开XRV的朋友，平时因为都是车主的关系一直蛮聊得来的。这不已经是暑假了嘛，这家伙拖家带口的打算去国外旅游一圈避避暑，就来找我说想把XRV寄放在我这儿一段时间，让我有空带它出去跑个几圈不要放在角落吃灰了。我敢肯定这家伙笑着把车钥匙给我肯定没安好心，就想看我开合资车怎么出丑，我怎么能让他如愿呢，正巧我正愁没机会对比一下国产合资的差距到底在哪儿呢。 他喜欢塔夫绸白这种普罗大众的颜色，在我看来有什么磕磕碰碰一眼就看得出来。我却喜欢晶石蓝，除了色彩比较丰富，还有就是毕竟颜色这么挑，发生安全意外的可能性也比较低嘛毕竟车子存在感这么强嘛，哈哈。 朋友之后旅游回来还问我开XRV感觉怎么样，有没有被征服，嘴上当然是不输人啦。实际上，对国产与合资之间的差距和不同已经体验的一清二楚了，抛开合资车的高价之外，技术确实是比大部分国产车更加成熟的，就拿吉利来说吧，自从合并沃尔沃之后，这几年新车的车子都是蛮不错的。说明合资车在配置和配件做工上确实是有可取之处的。但不可否认的是，咱们国产车不也一直在进步吗。车无国界，只要相互刺激促进，总会越早越好的。,,
5f81457811c8511ed9ddc78d06ccc82b_4,auto_home,的确是小三的通病，据修车档的人员讲，日产的骐达，骊威也是常有游丝的故障！不比小三低！,,
34cc0b66125b50a7836fd0064c98af0f_6,auto_home,还是觉得我的旗舰版轮毂和大灯日间行车灯好看！,,
746becedb0449127366176016b0d4c05_2,auto_home,动力弱空调差,,
7af144a35e292ffd9c2e001595731543_14,auto_home,加油吧，相信上汽的明天一定会更加的美好。,,
21eda1180d021d80b3a6072bf8b87ce3,auto_home,提车到现在已经有两个月了，感觉应该秀一秀我的小媳妇了！今天正好去四儿子做首保，顺道装了一个前雾灯！不过话说我买的138800那款旗舰版的任性五，竟然连雾灯都不给我配，有点坑爹啊，这雾灯能值几个钱？这又出了500块在四儿子装一个，不过为了我的小老婆，我感觉这钱花的值了！真心话说我给我的小老婆真的买了不少的东西了，什么地板革，大包围脚垫，行车记录仪，后备箱垫子。。。。连我大老婆都有点生气了，说我给车买的东西比给她买的还多，哈哈！下面秀一秀我的小可爱！配一首（我的小可爱）送给大家哦！。。。 我的小可爱 嘿我的小可爱 哝皇冠给你带 哦你要么么揣 啊好像有人在 嘿嘿嘿我的小可爱 哝哝皇冠给你带 哦你要么么揣 啊好像有人在 小花花送给你 快来钻进我怀里 给你煮了小薏米 要乖乖吃饭长身体哝 小花花送给你 快来钻进我怀里 给你煮了小薏米 要乖乖吃饭长身体哝 我不知道爱你 是不是个贴心的理由 我只知道满足您 那无理的要求 每天早上醒来都有 你那美丽的眼眸 就别无所求,,
7e1e98d014c9256c7754fd3d4de26f64_2,auto_home,一直想买个顶配gs，实用还帅气，国产车现在真心越做越良心了，支持国产！！,,
