content,content_source,source_id,auto_related,sentiment_label
一万就当订车费吧，唧唧歪歪没底了，话说现在便宜一万的有几个买到中意颜色的，说白了一份加钱一分货,auto_home,21740,,
"清理干净，博越是国货骄傲,常来常往",auto_home,2434f4eb358eea8c1abe45a575ded3d1_134,,
上来就改大灯，心疼,auto_home,9233,,
了了几笔就看出你的车型了,auto_home,2c791bc62d8cb6a489dff20f26e572a9_65,,
有没有发现近几年国产车的外形都好看了？ 那是因为最近国产车设计师都是从这些大公司挖来的 所以一下所有的国产车外观都好看了,auto_home,30a9b969fd8ebe53c039752a1f906633_1,,
媳妇不错，车也不错，恭喜提车～,auto_home,3445074ba6f4a34ccc82811b0eb62b33_6,,
无钥匙启动钥匙还设计这么丑，太掉档次，整体车看起来不错，电动车底盘会不会比汽油版低很多？,auto_home,20c18d642bdd6b09235e2c28c2b20d70_24,,
没有，我现在的问题是，在路上开着，堵车或者等红灯时，有像拖拉机一样的哒哒哒的声音，关上车窗很明显，应该是发动机那边传来的,auto_home,6d04ecb835f91407fe3c08dfe1b4909b_6,,
呵呵，自从决定买车，我就天天关注论坛，看看那些论坛大神都是如何讨论车的，这样多看看，车盲的我对车的了解自然就懂得多啦，人生中的第一辆车当然是至关重要的，苦苦的查询，了解，揣摩，纠结，终于最后把名爵zs给提回来了，没有想到我的选择还是蛮正确的。,auto_home,4d99adfd82996e5bc2f93faf65797b44,,
嗯 我也觉得 但是感觉还是SUV车型大气一些 无奈油耗又高 话说i6 真的像论坛里面那些人说的油耗那么低吗 感觉最少也要在6-8个呀,auto_home,40e5616f31966dde5ecc9b248c6cc0c0_10,,
    由于老婆是一个有驾驶证的人那就意味着买车不是我自己开（三口这家不过孩子小），而是两个人开一台车，选择博越是我们经过家庭会议一起决定的，可是什么配置的我们当初可是费了好多的心思也研究了很久。老婆和我各执一词，媳妇说，当初学车是手动挡的时间有点常了开这不顺手，在一个手动挡的车逐渐的淘汰了因为城市道路车多了，堵车来回换挡费劲，自动的配置更高级一些，我那当然有我自己的想法，选择博越2.0L手动挡适合我工作用车，我是一名公路建设者，来往于工地之间的道路上比较适合手动挡的车。在一个博越2.0L手动挡的油耗一定会比自动的低，保养那相对来讲也会便宜。每年跑的公里数越多保养的差价就越大，冬天放假回家的时候开也很经济。     回家以后我们开始为自己的爱车添加小装饰各种小饰品都是老婆一手经办的，还记得提车后不久老婆开始驾驶博越出门，回来后称我的选择是对的，对于女司机来说手动挡的车不好开不无疑就是坡起，等红灯，下坡等一些小问题，可是博越的配置这回在老婆面前体现的是淋漓尽致，电子刹车-车辆熄火后自动刹车。自动驻车-在坡起或者等灯的时候只要踩住刹车就可以解放双脚了，在起步的时候只要挂挡大点给油就可以了（解释一下油耗不会高多少的呀），安全-安全带如果不系会有提醒防止心大的司机忘系，气囊的设计也是主副驾驶，前后侧气囊。倒车雷达-带打方向角度提醒这样更加的提高了倒车安全。这些配置有时候我用不上可是老婆开车充分的体现了博越的高端配置。媳妇的一句话确实是实话-博越有着样的高端配置你不用是你的问题，我无语了。说的简单但是确实是实话。博越手动挡的配置比起高配置的自动挡可能会有一些差异，但是毕竟价格差别不小。一个普通百姓家庭能花小钱享受终端服务是多么高兴的事呀。     其实6个月一来我开博越到时候还是比较多的，博越给我的感觉真的比较震撼，首先是油耗不高（见图片），百姓用的起的SUV，我们都是普通的家庭油耗对于我们来说是大事期初的时候在车辆没有磨合前油耗非常的高现在看来好车要好好的保养磨合这样对车和我们来说都是好事，博越的隔音效果特别的不错，因为我的道路是市区不算多（我的工作是修路）走土路基的时候较多可是就这样才能体现出隔音效果的好。胎噪在行驶在高速上每小时120公路的时候都是 非常的小有时候150以上的时候可能会稍微大点不过那是因为摩擦的原因，减震都很适合各种道路的行驶，前一阶段我们工作一直都是土路基施工博越的表现非常的不错在道路上不用减速。有时候我和老婆探讨在博越的选择上有什么想法吗？老婆是说就这样一款国产SUV-我有什么理由不选择哪，选择了博越是最明智的抉择。,auto_home,39fafb9c8ebec675cee7f08be16fe069,,
吉利的安全设计，跳起来提醒其他车辆注意安全,auto_home,426831e839c49eb05057ee26070f5e32_10,,
建议买了I6的朋友，尽快 找个合适的路段试试，50码左右（按照路段的 限速以内 开就行）过小坑会不会 掉发动机。 不然，高速 掉发动机就非常危险了。你不创造这[个奇迹，谁会黑你？？,auto_home,24178,,
大屏看着特有感觉,auto_home,36af23b227551c134dae569222df9afb_7,,
你说缺点就是缺点，H6底盘怎么烂了？发动机怎么烂了？ 有种你说出个一二三来啊。 H6每月销量好几万辆，市场保有量也百万辆了，底盘都烂到什么程度了？ 发动机烂到什么程度了？百万辆都修车去了还是趴窝了？老子最看不惯张口就乱喷，说不过就乱咬的人。还水军，谁是水军谁就是疯狗。,auto_home,7d12810119c84fa3cb81d763e92348e2_42,,
开久了的老司机才感受到排量大的好处。我认同你的说法。,auto_home,17564,,
有可能是二次销售，还有可能这车被别人开过，找4s店要个说法，说不出来换！,auto_home,5851973fcbe5a103664307d54805e7a5_4120,,
  想买哈佛车1.3t顶配这款车动力够么，因为哈佛车重， 17款的 没有1.5的  太纠结了，  2.0的感觉有点高，毕竟家用，  油耗是要考虑的，但是又担心1.3动力不够，还看到帖子说，1.3 爬山闻到离合糊味， 求大神进来指教，  驾照去年拿的，不是特别懂车,auto_home,5dd8d1a0b73c102b3d5948481e10a535,,
好吧，丑大了，第一次买车不懂、我加了800块钱的油，现在跑了1183公里，大概油耗是多少呀，感觉很大,auto_home,547c166ba941308cbf923bc35423413e_8,,
博越现款1.8T的发动机比H6的2.0T落后得多。,auto_home,3f54df6bf4e7d1a24f3e91a7ad28f6b9_4,,
都说这车噪音很大？是不是真的，我最不喜欢噪音大,auto_home,5e72680f720374af71e5efd3f0d7261a_3,,
低速变速箱有异响，顿挫感明显的很，你有这感觉吗？后悔啊,auto_home,66683b50f1613bad5dcd75683146b751_29,,
驾驶习惯问题，低速其实还好，减速再加速才叫蛋疼,auto_home,19b59501912a53280ca45dea7de66a66_9,,
今年过完年，还有半年就要毕业了，学校方面说可以自己出去工作实习了，只要工作单位出一个证明即可。因为自己学习的是汽车方面知识，所以就选择一家大型汽车修理厂工作，一晃就6月份到了，月初连续下了几天雨，老爸老妈心疼儿子，说反正你现在工作了，也开始挣钱了，给你买个车吧，首付由他们出，我付月供，就这样开始了选车之旅，不知道谁把我要买车的事情泄露出去了，修理厂老板找到我，说他认识几个卖车的朋友，需要帮忙的时候说一声。由于自己刚上班，而且老爸老妈挣钱也不容易，所以选车落地预算在十万以内，而且必须自动挡，手动挡真心扁不动。选了一圈下来，最终看中艾瑞泽5，我就找到老板，让他给他朋友打了声招呼，然后请了一天假带爸妈一起去他朋友的店子，原来他朋友开的是一家大型汽车超市，有大众，日产，斯柯达，别克等品牌，光展厅的展车都摆放了二十来台的样子，太牛逼了，不过后来老板说他朋友是好几个人合伙开。他朋友让他们的销售顾问接待我，给我们全面介绍了艾瑞泽5，老爸听了一会儿上厕所去了，回来就对我说，俊儿，这儿车这么多，再看看吧，反正今天没事，有的是时间，我们一家三口开始一台一台的看，先看价格，十万以上直接不看，突然老爸说，俊儿，快来，这款车不错，还实惠，我一看，这不是荣威360吗，以前我也看过，外观什么的都还可以，只是有个朋友说荣威360没车身稳定系统，也没细查,auto_home,5a2c8297e5827897615356151813fd75,,
昨天周末，找了个空地荫凉，按楼主的方法打开雨刷盖子，拿活动扳手拆那个螺丝发现用不上力，又跑到螺丝店买套筒，发现15号的小一点，16号的大一点，老板说车上用的是非标的螺丝，那只能用16号的。 拆雨刷时发现按着雨刷螺丝前面那一小段使劲按几下，雨刷就自己下来了！ 拆那个盖板时发现2个塑料卡子断了，估计高温环境老化快，让媳妇网购！ 之后就简单了，拿抹布一顿擦，那个灰大！清理完安装好试了，几乎空调没啥味道了！过几天清洗剂到了再把管道清理下，估计就完美了。,auto_home,73492ab7cf6bc92db1a9d8c69835c13e_274,,
又一神车  神炒作      比工信部还可信！！！           如果给你1.4排量的 估计能开出百公里耗油4升 （非高速） 车友买车看车时看下 新车前挡有个黄纸   工信部综合8.3百公里  （自动档）   6升和8升 差别好大啊,auto_home,4032539ab9832ec5cf2f7458dcfdb005_90,,
车还是不错的，虽然小毛病挺多！10年的车，目前12万多公里。换过2次电瓶，1次轮胎，1次平衡杆，1次刹车盘，小部件若干，车灯无数次，最近刚换了全车油水，决定开到报废，有感情了。,auto_home,69a2fb385f0c2a7a4b5ec519c861b401_2,,
博越变速箱异响，漏油啥时候解决？,auto_home,26998f5276e1efe1187b33df775c7650_119,,
很不错，我非常支持这款车，因为他的非常省油。我在我看来，省油就是好车。,auto_home,153b2b160f6dc14484d7b24983292c65_194,,
不用语音就不会用手点么，连手都不会点？那你真是跟买个功能特别丰富的智能机给你爷爷用似的，为什么不去买个功能机？为什么不去买捷达，桑塔纳，多少年的质量神话,auto_home,19069,,
这段时间在汽车之家论坛上都在讨论帝豪GL的离合器分离轴承的事情，我也来说一说，我的车从提车到现在没有什么感觉不对的地方，也没有发现什么毛病，之前对于分离轴承本人也不是很了解，经过这段时间看到大家的讨论，我也是很清楚这个事情，对于离合器分离轴承的看法，我认为有问题就应该去换，没问题的话就没必要去折腾自己的新车，还是发现问题在去吧。离合器分离轴承是装置在发动机与变速箱之间，它的作用主要起到分离离合器片与离合器压板用于换挡作用。由于受到这个事件的影响，很多车友的心里多少有些不踏实，毕竟是新车。奉劝大家不放心的话最好去检查一下。 本人于今年3月份底迎娶了大G，也算得上与大G有缘，从上市关注到现在，始终保持不变的心。提车到现在可能大家最关心的就是油耗问题，我的油耗显示百公里油耗7.9L，可能是夏天开空调的原因吧，前段时间7.4L。不过欣慰的是提车从11个油左右降了下来，还是挺满意的。其实花8万来块钱买一辆帝豪GL还是感到挺自豪的，不管外观、配置、油耗、操控、舒适性还是比同级别的车高一个档次，各方面还是挺满意的，相信国产会越做越好，支持国产，加油！ 45°角，是不是很帅 尾部双排，虽然是假的，但这设计很好 我只能说，还帅，他是主角 喜欢写角度 视线在远，侧面看起还是很长 完美的腰线 侧面屁股翘翘的感觉 犀利的大灯，凶猛的感觉 大气上档次 汽车之家标识 尾灯很长，感觉有点大 很有光泽的车标 7.9的油耗，不算高 导航改装的页面 给钥匙穿的外衣 经过这几个月对大G的既解，他的各方面的表现还是挺满意的，选择吉利，相信吉利！,auto_home,1410f1bff09429b5523ce1247d38b8d8,,
在五一展览中心车展上看到了ZS就下决心要订一辆回家。大红色的车身配上这世上的外形简直就是为我准备的。车展结束后就直接去红山路的4s店看车试驾了。对这辆车可以说是始于颜值，陷于内饰，终于性能吧。试驾感觉还是挺棒的，提速感受棒棒的，速度上去以后平稳，适合我。试驾的时候顺便试了试这辆车的内部空间，感觉挺大的，足够我使用了。试驾回去以后和老公商量，老公看到ZS的外观立马就同意了，嘿嘿嘿，我还是很幸福的。终于在5.17号这一天把它收入了我的囊中。选牌照的时候运气特别好，在这里先卖个关子，下面的图片里面有，嘿嘿。目前还没有用这辆车出过远门，都是在市区里面转悠。市区开车耗油大家都懂得，可是ZS在油耗方面再一次给了我惊喜，百公里差不多6.9的油。真的太厉害了。这就是为什么我之前说终于性能了。废话不多说，大家看图吧。,auto_home,4e0e5270830cbbc5cad33ad477b9de26,,
本人从小就比较喜欢研究汽车，之前一直喜欢轿车，后来考虑了日系的发动机，所以买了个本田雅阁2.0自吸，当时考虑到小日本的发动机技术，油耗，所以，就买了，玩了几年，轿车玩怕了想换个SUV. 大家都知道SUV主要突出的就是通过性能，也就是地盘，除了追求这些的同时，还考虑到价位，空间，外观，特别是动力，所以纠结了好久，直到有一天看见“红雷”哥的广告，哈佛全新H6 然后看完这个广告，我的虚荣心瞬间就爆棚了，就自己在网上看了哈这款车，一看惊呆了 多么强悍的科技感，这个刘流线型多精美，还有全触摸大屏，一键启动也是那么的明显，那么的顺手 特别这个档杆，是不是飞机的，我太喜欢了，能实际操作哈是多么的美妙， 电子手刹，自动驻车，多功能大屏控制系统 多功能方控，用起来是那么的得心应手，我女朋友是新手，所以多功能对她来说太方便了，接电话，挂电话，上高速，切歌，换歌，太方便了，和我之前的比起来，觉得后悔死了，花那么多的钱 通过性能也比之前的好了很多，而且，1.5T的发动机，150匹马力，还有超长轴距，扭矩的发力，都调校的那么好，轴距“空间的大小，”扭矩，提速的快慢，等等一系列，后来去店里看看现车，家里都喜欢，所以毫不犹豫的定了 红雷大哥，代言的不会有错的，车也和他一起，还是那么的霸道。开起来，各方面舒服多了，提速就是打飞机，推背感十足，好了，我要忙去带娃娃 绝对的感同深受，哈坲开起来，老牛逼了，还在犹豫的伙伴，赶紧下手，别错过机会了，有什么不懂的可以扣我哟,auto_home,105f92a3371b17b9d1e7f8cf66485b7a,,
我的荣威RX5手动旗舰版，幸福快乐一路购车的原因很简单，为了提高自己的生活质量！自己上班一直都是骑电动车，环保还省钱！今年夏天太不正常了，不是大风大雨就是高温不退，上下班路上都成了折磨！最后下定决心给自己定目标，买一辆自己心仪的爱车！一开始打算买辆轿车，身边很多人建议买轿车还不如买SUV~家里的意见是先买个轿车练练手，至于购买什么SUV&nbsp;等着以后！意见不统一让我纠结了很久，后来家里也认可买SUV！毕竟空间大点这样既可以让乘坐者舒适点而且还能适当拉点货，SUV车型也就成为首选！对比了一些车型，也去店里试驾了！最后选择了荣威RX5，自己第一眼就被其外观吸引了！车内空间很大，无论是前排还是后排的空间都很大，后排座椅可以用三级调节，完全放倒的话整个后备箱的空间可以两个成人躺着完全没有问题！试驾的感觉也蛮不错的，动力很不错，起步很快，换挡流畅！车身颜色很亮眼尤其蓝色那款真的漂亮，咨询了价格139800落地要15万！超过自己的预算，但试驾试驾车1.5T自动挡开起来很顺手，其他配置都挺不错的！但预算超了只能退而求其次买119800手动旗舰的！刚刚提车，很多地方都在摸索中，也希望能和大家多多交流！话不多说，先上图！,auto_home,26bcdb1a435a56ca83a9df7defb5561e,,
