content,content_source,source_id,auto_related,sentiment_label
我的没有大毛病，没到扔路上不能跑的情况，但是这些小毛病一直解决不了很糟心，买这么贵的车就是为了使用舒适的，结果一点小问题，严重影响了人的心情，品控还是不行呀,auto_home,2229aa9eea408e9c01b69057a202cfc4_37,1,-1
9个油其实还好啦，毕竟车重，9个油跟7个油一年也差不了多少钱，就是动力确实差了点,auto_home,2a8401c416babd1d1d7b14b7e558e723_14,1,0
车门锁异响，去4S点缠胶带吧。弄上就不响了。,auto_home,3d5d4b2639ef9438ebe167048d6c526c_1,1,-1
大五已经陪我2年5万公里了，从最初看到它的第一眼，觉得这车丑毙了到买它回家，是一个男人华丽的蜕变，通俗点说就是成熟吧。风里来雨里去，大五还没掉过链子，不愧是个忠实的老伙计。手机零零散散拍的一些照片大家凑合着看，以后有好的游记和照片再来分享。,auto_home,602d40471111a844b8784e460fc8c0d5,1,1
外观和内饰在同价位都几乎无可挑剔！,auto_home,535875f507b730fa60d3a9109fa80a42_2,1,1
没有个鸡巴，昨天刚试驾，噪音比五菱还大，后排靠窗,auto_home,37cca43c618bbd0cca7246ab6e9308cc_750,1,-1
博越的仪表盘信息量很大，但是又不杂乱，全液晶看着也舒服，唯一的缺点就是顺光时会有较强的反光，这个不知道怎么破,auto_home,2e3aaa9b5b19f2aeb29c6ae39d2e27fd_10,1,1
绝对是国产好车,auto_home,55fcae6bf0a599bfb6d04a301f63e2ab_77,1,1
你试驾的路程太短，我的也是这样，我去试驾也没有，开到家就后悔买这车了,auto_home,29fd83741a7d5af0576de0db93598064_16,1,-1
SUV 和轿车市场不一样，国人偏爱SUV 的，不要拿SUV 和轿车对比,auto_home,19341,1,0
两年半了，目前一切正常。上车就关启停，那玩意没屁用,auto_home,b45e20b8d5025e9199e57519946a1fe0_5,1,0
2014款1.8T性能版，我手贱一百多次了，也没发现你说这个功能。而且我还发现有个13款手动1.8的方向盘带锁，我的也没有···,auto_home,a44752e6194c0ecd9facab0d9a5ba3b0_8,1,-1
很多商家都是一句口号而已，但是RX5的的的确确是互联网汽车,auto_home,1401,1,1
发动机哒哒哒的吗,auto_home,2238d71b31619f7b9be63e4b5c98822c_1,1,0
看来虎7不省油啊，口碑里7点几的怎么做到的,auto_home,54f7d56ae7ce34043ff6308f5c83f15b_5,1,-1
新款的，觉得抖的厉害就换，我是d档，停车等红灯时，门子储物盒的东西都跟着震动,auto_home,6233f60608f0ddb54ea6dde9b8fee4ea_4,1,-1
2.0L感觉动力薄弱，可能是我这边高原的缘故，一是缺氧，二是山路较多，买了手动智尚到现在真的有点后悔,auto_home,3edf5dfa0106c02ca79c2d359fc265ac_110,1,-1
博越的配置很不错，每一次驾驶都感觉不错。,auto_home,488db125a78c6eb1d464ba14e5e79ec8_4,1,1
关键是带T的，我没感受到涡轮介入。我朋友的奔腾x80，也是1.8T，稍微给点油推背感非常强。我说的一点不夸张，你可以去试驾。。。,auto_home,7cd64b5ce6dd510c505ff21029db192d_12,1,1
买车相信是每一个适龄男孩的梦想，不管你说有没有，总之我还在上学的时候就梦想着有一辆自己的车子，大一就把驾照考到了手，为了我的爱车梦，也算是比较积极的了！ 不过毕业已经一年多了才把买车的事情画上句号，期间坎坷我觉得都可以写成一本书了！,auto_home,371b0ef957f6b13a50a2b92dae75ff2a,0,
