content,content_source,source_id,auto_related,sentiment_label
今天，终于提到车啦，说来话长，现在哪怕是淡季，咱们的360依然还是很火啊，等了十五天才等到你，必须要好好拍拍照片，发发朋友圈，朋友们当然也很喜欢啦，一定要出去玩玩才好,auto_home,686508cad5e078b88f97bdbf7fa30b1d,1,1
咱的大博越咋看都漂亮啊,auto_home,72f6d5685fa231d87f719090152e9f1b_110,1,1
博越这车不错，做工踏实,auto_home,25899,1,1
上高速回来跑个200公里左右才能到10.3左右,auto_home,18381,1,0
韦斯特的不错。曼牌的质量一般。,auto_home,3ea7b1fdef5548055b283b25222ab2c3_20,1,0
嗯，毕竟每个人看中的功能不同，有人喜欢内饰的豪华，有人喜欢运动的调教，有人喜欢靓丽的外观，还有喜欢前卫的科技，而且这些都无法量化，尤其是外观内饰更是见仁见智的，可能别人看来很普通的车，有几项甚至只是一项打动了你，足以让你心甘情愿自掏腰包，购车没有好与坏，更没有那些什么民族情绪，只和自己的购买力和购买诉求，只有相对而言的合适与不合适，您说呢？合适自己就好。,auto_home,5e86c18f7aec3733599bd262344fb01d_443,1,0
丢人现眼，飞度没激情？CVT顿挫？？听说过AT顿挫，MT顿挫，DSG顿挫，还头一回听说CVT顿挫的,auto_home,5282922badff33c70b887fa3ecc4529f_171,1,cmp
车主账号也能登录，一键服务键也能打通，不过不能给提供服务，对方看见号码不对不提供服务内容,auto_home,73cd06062ebab1a8467fae109a656450_678,1,0
这个必须赞，确实是好车，比博越强,auto_home,7683,1,1
车很大气，认为不赖哦,auto_home,72fcb765fa0ede86fcef79c2242f871e_555,1,1
亲，别忘了，博越每月都两万多的销量。不愁卖。 和合资车没法比。 迈锐宝改款改的，已经废了。只能降价了，我以前是雪佛兰的售后。,auto_home,22d7aded580011ab8fa3112ed80ccacc_12,1,cmp
车子放坏的会,auto_home,243e32abf466bcf54112a6ddc81af02a_21,1,0
那你现在能不能在大屏上直接控制尾门开启角度,auto_home,9819,1,0
那还是算了吧，那种漆能不要还是不要，几十度的低温漆和几百度的高温漆怎么比,auto_home,9915,1,0
建议H6酷派，我是rx5车主，首保那天遇到5个任性5车主，没有一个买了任性5不后悔的，不是异响就是漏油，再者就是D档行驶轻踩2500转起步 车根本就不怎么走，转速也下不来，真快崩溃了，水军  车黑一边站，实事求是。,auto_home,2960,1,-1
